AtcoCode,PlateCode,CommonName_lang_en,ShortCommonName_lang_en,Street_lang_en,ShortCommonName_lang_ga,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Indicator_lang_en,NptgLocalityRef,NaptanCode,county,region,electoral_district_id,electoral_district
7050B1520901,152091.0,Topaz Belleek,Topaz Belleek,N3,Béal Leice Topaz,False,ITM,593617.0,858769.0,-8.098485485,54.47735347,BCT,MKD,OTH,NW,853G000111,705,,,,Donegal County,Border,33008,Carrickboy
8210B3392501,339251.0,St Mary's NS,St Mary's NS,,SN Mhuire,False,ITM,670283.0,661574.0,-6.960116482,52.70072903,BCT,CUS,OTH,,821G000001,821,,E0821009,,Carlow County,South-East (IE),01034,Muinebeag (Bagenalstown) Urban
8210B5981201,598121.0,Carlow IT,Carlow IT,,IT Cheatharlach,False,ITM,671692.0,675986.0,-6.936121165,52.8300544,BCT,MKD,OTH,NE,821G000002,821,Nr,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000006,,Tullys Travel,,Tullow Street,,False,ITM,672060.0,676692.0,-6.9305054089999985,52.83634956,TXR,,,,821G000003,821,At,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000008,,Heatons,,X,,False,ITM,672541.0,676488.0,-6.923413243,52.83445187,TXR,,,,821G000004,821,At,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000007,,Shaws Department Store,,Tullow Street,,False,ITM,672011.0,676703.0,-6.931230089,52.83645495,TXR,,,,821G000005,821,Opp,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000001,,Fdc Accountants,,The Square,,False,ITM,685195.0,673166.0,-6.736526453,52.8027506,TXR,,,,821G000008,821,o/s,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
821000011,,Barrack Street,,,,False,ITM,672404.0,676574.0,-6.925427007000001,52.8352431,BCT,MKD,OTH,,821G000009,821,,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210B3355702,335572.0,Carlow Coach Park,Carlow Coach Park,,Clós Cóistí Cheath,False,ITM,672303.0,676404.0,-6.926963347,52.83372901,BCT,MKD,OTH,SW,821G000010,821,,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210B3355701,335571.0,Carlow Coach Park,Carlow Coach Park,,Clós Cóistí Cheath,False,ITM,672311.0,676393.0,-6.92684708,52.83362909,BCT,MKD,OTH,SW,821G000010,821,,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210PB000017,,Carlow Coach Park,Carlow Coach Park,,Clós Cóistí Cheath,False,ITM,672310.0,676393.0,-6.926861917999999,52.83362923,BCT,MKD,OTH,SW,821G000010,821,In,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000005,,Brooks Restaurant,,Tullow Street,,False,ITM,672103.0,676683.0,-6.929869325,52.83626293,TXR,,,,821G000011,821,Opp,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000004,,Bruce Betting,,Potato Market,,False,ITM,672142.0,676650.0,-6.929297902,52.83596117,TXR,,,,821G000012,821,o/s,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000003,,Ulster Bank,,Kennedy Avenue,,False,ITM,672227.0,676504.0,-6.928068911,52.83463781,TXR,,,,821G000013,821,By,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210TR000002,,Carlow Train Station,,St Josephs Road,,False,ITM,672559.0,677188.0,-6.922990542000001,52.84073973,TXR,,,,821G000014,821,Opp,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
8210PB000013,,Borris,,Main Street,,False,ITM,672889.0,650416.0,-6.924030634,52.60011443,BCT,CUS,OTH,SE,821G000016,821,Opp,E0821024,,Carlow County,South-East (IE),01017,Borris
8210PB000012,,Borris,Borris,,An Bhuiríos,False,ITM,672892.0,650424.0,-6.923984595,52.60018592,BCT,CUS,OTH,NW,821G000016,821,o/s,E0821024,,Carlow County,South-East (IE),01017,Borris
8210PB000011,,Brownshill Dolmen Carlow,,R726,,False,ITM,675702.0,676891.0,-6.876416762000001,52.83763858,BCT,MKD,OTH,NW,821G000017,821,In,E0821029,,Carlow County,South-East (IE),01027,Johnstown
8210B3390801,339082.0,Seskin Road,Seskin Road,R448,Bóthar an tSeiscinn,False,ITM,668495.0,665793.0,-6.98568732,52.738872,BCT,MKD,OTH,S,821G000018,821,,E0821006,,Carlow County,South-East (IE),01032,Leighlinbridge
8210B3394301,339431.0,Royal Oak Road,Royal Oak Road,,Br na Darach Ríoga,False,ITM,668623.0,661891.0,-6.984606912,52.7037906,BCT,MKD,OTH,N,821G000019,821,,E0821029,,Carlow County,South-East (IE),01032,Leighlinbridge
8210B3394302,339432.0,Royal Oak,Royal Oak,,An Dair Ríoga,False,ITM,668566.0,661802.0,-6.985468728,52.70299802,BCT,MKD,OTH,N,821G000019,821,,E0821029,,Carlow County,South-East (IE),01032,Leighlinbridge
8210PB000008,,Carlow Royal Oak,Carlow Royal Oak,,An Dair Ríoga,False,ITM,668596.0,661749.0,-6.985035962,52.70251794,BCT,CUS,OTH,SE,821G000019,821,Opp,E0821029,,Carlow County,South-East (IE),01032,Leighlinbridge
8210B3511401,351141.0,Rathvilly,Rathvilly,N81,Ráth Bhile,False,ITM,687821.0,681879.0,-6.695247854,52.88061916,BCT,MKD,OTH,SW,821G000020,821,,E0821012,,Carlow County,South-East (IE),01008,Rathvilly
8210B3511402,351142.0,Rathvilly,Rathvilly,N81,Ráth Bhile,False,ITM,687821.0,681879.0,-6.695247854,52.88061916,BCT,MKD,OTH,NE,821G000020,821,,E0821012,,Carlow County,South-East (IE),01008,Rathvilly
8210B1340202,134022.0,Hacketstown,Hacketstown,Main Street,Baile Haicéid,False,ITM,697058.0,680355.0,-6.558513471,52.86533978,BCT,MKD,OTH,NW,821G000021,821,,E0821003,,Carlow County,South-East (IE),01004,Hacketstown
8210B1340201,134021.0,Hacketstown,Hacketstown,Main Street,Baile Haicéid,False,ITM,697066.0,680342.0,-6.55839857,52.86522153,BCT,MKD,OTH,SE,821G000021,821,,E0821003,,Carlow County,South-East (IE),01004,Hacketstown
8210B3555602,355562.0,The Square Tullow,The Square Tullow,Bridge Street,Cearnóg An Tulach,False,ITM,685219.0,673187.0,-6.736165147,52.80293551,BCT,MKD,OTH,NE,821G000023,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
8210B3555601,355561.0,Tullow,Tullow,Bridge Street,An Tulach,False,ITM,685219.0,673187.0,-6.736165147,52.80293551,BCT,MKD,OTH,SW,821G000023,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
8210B3555603,355563.0,Tullow,Tullow,Bridge Street,An Tulaigh,False,ITM,685218.0,673187.0,-6.736179973,52.80293567,BCT,MKD,OTH,SW,821G000023,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
8210B3555604,355564.0,Tullow,Tullow,Bridge Street,An Tulaigh,False,ITM,685225.0,673208.0,-6.736070716,52.80312326,BCT,MKD,OTH,NE,821G000023,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
8210B3511802,351182.0,Kildavin,,N80,,False,ITM,688551.0,660093.0,-6.690296675,52.68474313,BCT,MKD,OTH,NW,821G000024,821,,E0821017,,Carlow County,South-East (IE),01021,Clonegall
8210B3511801,351181.0,Kildavin,Kildavin,N80,Cill Damháin,False,ITM,688522.0,660126.0,-6.690716605,52.68504439,BCT,MKD,OTH,SE,821G000024,821,,E0821017,,Carlow County,South-East (IE),01021,Clonegall
821000003,,Carlow,Carlow,,Ceatharlach,False,ITM,671874.0,676331.0,-6.933344928,52.83313039,BCT,CUS,OTH,,821G000026,821,,E0821025,,Carlow County,South-East (IE),01001,Carlow Urban
821000007,,Leighlinbridge,Leighlinbridge,,Leithghl an Droichid,False,ITM,669165.0,665560.0,-6.975816384,52.73669291,BCT,CUS,OTH,,821G000028,821,,E0821006,,Carlow County,South-East (IE),01032,Leighlinbridge
821000008,,Leighlinbridge,Leighlinbridge,,Leithghl an Droichid,False,ITM,669153.0,665561.0,-6.975993837000001,52.73670343,BCT,CUS,OTH,,821G000028,821,,E0821006,,Carlow County,South-East (IE),01032,Leighlinbridge
821000009,,Royal Oak Road,Royal Oak Road,,Bóthar Royal Oak,False,ITM,669715.0,661478.0,-6.968539268,52.69993974,BCT,CUS,OTH,,821G000029,821,,E0821009,,Carlow County,South-East (IE),01034,Muinebeag (Bagenalstown) Urban
821000010,,Royal Oak Road,Royal Oak Road,,Bóthar Royal Oak,False,ITM,669711.0,661497.0,-6.968594414,52.70011099,BCT,CUS,OTH,,821G000029,821,,E0821009,,Carlow County,South-East (IE),01034,Muinebeag (Bagenalstown) Urban
821000012,,Bagenalstown,Bagenalstown,,Muine Bheag,False,ITM,670360.0,661659.0,-6.958959244,52.70148288,BCT,CUS,OTH,,821G000030,821,,E0821009,,Carlow County,South-East (IE),01034,Muinebeag (Bagenalstown) Urban
821000013,,Bagenalstown,Bagenalstown,,Muine Bheag,False,ITM,670339.0,661659.0,-6.959269902999999,52.70148561,BCT,CUS,OTH,,821G000030,821,,E0821009,,Carlow County,South-East (IE),01034,Muinebeag (Bagenalstown) Urban
821000016,,Dublin Road,Dublin Road,,Bóthar BhÁC,False,ITM,685783.0,673899.0,-6.727616246,52.80924385,BCT,MKD,OTH,,821G000031,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
821000017,,Dublin Road,,,,False,ITM,685775.0,673906.0,-6.7277330389999985,52.80930802,BCT,MKD,OTH,,821G000031,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
821000018,,St Patrick's Park,St Patrick's Park,,Páirc Phádraig,False,ITM,684629.0,673340.0,-6.744873216,52.80440315,BCT,MKD,OTH,,821G000032,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
821000019,,Saint Patricks Park,,,,False,ITM,684624.0,673351.0,-6.744944505,52.80450277,BCT,MKD,OTH,,821G000032,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
821000022,,Kernanstown,Kernanstown,,Baile Mhic Thiarnáin,False,ITM,675633.0,675120.0,-6.877850846,52.82173408,BCT,MKD,OTH,,821G000034,821,,E0821022,,Carlow County,South-East (IE),01027,Johnstown
821000023,,Kernanstown,,,,False,ITM,675634.0,675134.0,-6.8778327710000005,52.82185975,BCT,MKD,OTH,,821G000034,821,,E0821022,,Carlow County,South-East (IE),01027,Johnstown
8210B351711,351711.0,Ballon,Ballon,,Balana,False,ITM,683050.0,666110.0,-6.7701178220000005,52.73968168,class_undefined,,,,821G010006,821,,E0821007,,Carlow County,South-East (IE),01014,Ballon
8210B351721,351721.0,Ballon,Ballon,,Balana,False,ITM,683054.0,666116.0,-6.770057082999999,52.73973498,class_undefined,,,,821G010006,821,,E0821007,,Carlow County,South-East (IE),01014,Ballon
8210B136311,136311.0,Tullow,Tullow,,An Tulach,False,ITM,685223.0,673216.0,-6.736098284,52.80319546,class_undefined,,,,,821,,E0821014,,Carlow County,South-East (IE),01048,Tullow Urban
8210B136231,136231.0,Hacketstown,Hacketstown,,Baile Haicéid,False,ITM,697058.0,680355.0,-6.558513471,52.86533978,class_undefined,,,,,821,,E0821003,,Carlow County,South-East (IE),01004,Hacketstown
8210B351441,351441.0,Kildavin,Kildavin,,Cill Damháin,False,ITM,688526.0,660122.0,-6.690658535,52.68500779,class_undefined,,,,,821,,E0821017,,Carlow County,South-East (IE),01021,Clonegall
821000004,10002.0,Kildavin,Kildavin,,Cill Damháin,False,ITM,688901.0,659948.0,-6.685160659,52.68338292,class_undefined,,,,,821,,E0821017,,Carlow County,South-East (IE),01021,Clonegall
821000005,10003.0,Kildavin,Kildavin,,Cill Damháin,False,ITM,688913.0,659949.0,-6.684982961,52.68338994,class_undefined,,,,,821,,E0821017,,Carlow County,South-East (IE),01021,Clonegall
821000001,,Green Lane,,,,False,ITM,672971.0,677352.0,-6.916839649,52.84215782,class_undefined,,,,,821,,E0821025,,Carlow County,South-East (IE),01019,Carlow Rural
821000002,,Green Lane,,,,False,ITM,672996.0,677348.0,-6.916469524,52.84211849,class_undefined,,,,,821,,E0821025,,Carlow County,South-East (IE),01019,Carlow Rural
8210B1360700,136070.0,Stop No. 136070,,,,False,ITM,668405.0,665420.0,-6.987097574,52.73553145,class_undefined,,,,,821,,E0821123,,Carlow County,South-East (IE),01032,Leighlinbridge
8210B1360701,136071.0,Leighlinbridge Cross,Leighlinbridge Cross,,Leithghlinn Droichid,False,ITM,668405.0,665420.0,-6.987097574,52.73553145,class_undefined,,,,,821,,E0821123,,Carlow County,South-East (IE),01032,Leighlinbridge
8210B1360801,136080.0,Royal Oak,Royal Oak,,An Dair Ríoga,False,ITM,668566.0,661802.0,-6.985468728,52.70299802,class_undefined,,,,,821,,E0821562,,Carlow County,South-East (IE),01032,Leighlinbridge
8210B136061,136061.0,IT Carlow,IT Carlow,,IT Cheatharlach,False,ITM,671633.0,675764.0,-6.937045232999999,52.82806732,BCT,MKD,OTH,S,,821,o/s 1,E0821025,,Carlow County,South-East (IE),01019,Carlow Rural
8210B136211,136211.0,Rathvilly,Rathvilly,,Ráth Bhile,False,ITM,687792.0,681872.0,-6.695680471,52.88056099,class_undefined,,,,,821,,E0821012,,Carlow County,South-East (IE),01008,Rathvilly
8220DB001738,1738.0,Clontarf Rd Pitches,Clontarf Rd Pitches,,Br Chluain Tarbh,False,ITM,718491.0,736221.0,-6.219730239,53.36289418,BCT,MKD,OTH,,822G000003,822,,E0822038,,Dublin City,Dublin,02045,Clontarf West D
8220DB007516,7516.0,Belmayne,Belmayne,,Béal Maighne,False,ITM,721574.0,740661.0,-6.171727025,53.40207592,class_undefined,,,,822G000005,822,,E0822748,,Dublin City,Dublin,02059,Grange A
8220DB000592,592.0,James Larkin Road,James Larkin Road,,Séamais Uí Lorcáin,False,ITM,723172.0,738547.0,-6.1485338810000005,53.38271738,BCT,CUS,OTH,,822G000006,822,,E0822043,,Dublin City,Dublin,02086,Raheny-Greendale
8220DB001228,1228.0,Kilbarron Road,Kilbarron Road,Kilbarron Road,Br Chill Bharrainn,False,ITM,718549.0,739487.0,-6.217634406,53.39221813,BCT,MKD,OTH,W,822G000006,822,,E0822040,,Dublin City,Dublin,02070,Kilmore B
8220DB001237,1237.0,Cromcastle Avenue,Cromcastle Avenue,Kilbarron Road,Asc Chais na Croma,False,ITM,718452.0,739534.0,-6.219074384,53.39266206,BCT,MKD,OTH,E,822G000006,822,,E0822040,,Dublin City,Dublin,02070,Kilmore B
8220DB000497,497.0,Connolly,Connolly,,Stáis Uí Chonghaile,False,ITM,716464.0,734794.0,-6.250694342999999,53.35052608,BCT,MKD,OTH,,822G000008,822,,E0822081,,Dublin City,Dublin,02073,Mountjoy A
8220B1351201,135121.0,Amiens Street,Amiens Street,,Sráid Amiens,False,ITM,716476.0,734760.0,-6.250526701,53.35021802,BCT,MKD,OTH,,822G000008,822,,E0822081,,Dublin City,Dublin,02078,North Dock C
8220DB004415,4415.0,Connolly Train Stn,Connolly Train Stn,,Stn Uí Chonghaile,False,ITM,716482.0,734798.0,-6.250422647000001,53.35055805,BCT,MKD,OTH,,822G000008,822,,E0822081,,Dublin City,Dublin,02078,North Dock C
8220DB001500,1500.0,Connolly,Connolly,,Stáis Uí Chonghaile,False,ITM,716502.0,734850.0,-6.250103263,53.35102075,BCT,MKD,OTH,,822G000008,822,,E0822081,,Dublin City,Dublin,02078,North Dock C
822000436,,Eden Quay,Eden Quay,,Cé Éidin,False,ITM,715993.0,734495.0,-6.25787477,53.34794369,BCT,MKD,OTH,,822G000009,822,,E0822013,,Dublin City,Dublin,02075,North City
822000435,,Eden Quay,Eden Quay,,Cé Éidin,False,ITM,715991.0,734478.0,-6.25791102,53.34779142,BCT,MKD,OTH,,822G000009,822,,E0822013,,Dublin City,Dublin,02075,North City
822000432,,Rock Road,Rock Road,,Bóthar na Carraige,False,ITM,719841.0,730654.0,-6.20156361,53.31258442,BCT,MKD,OTH,,822G000025,822,,E0822039,,Dublin City,Dublin,02128,Pembroke East D
822000431,,Rock Road,Rock Road,,Bóthar na Carraige,False,ITM,719818.0,730677.0,-6.2018998970000005,53.31279622,BCT,MKD,OTH,,822G000025,822,,E0822039,,Dublin City,Dublin,02128,Pembroke East D
822000430,,Martello Tower,Martello Tower,,Túr Martello,False,ITM,719426.0,732101.0,-6.207243322,53.32567589,BCT,MKD,OTH,,822G000026,822,,E0822028,,Dublin City,Dublin,02127,Pembroke East C
822000429,,Martello Tower,Martello Tower,,Túr Martello,False,ITM,719412.0,732094.0,-6.207456005,53.32561617,BCT,MKD,OTH,,822G000026,822,,E0822028,,Dublin City,Dublin,02127,Pembroke East C
822000428,,Gilford Ave Junction,Gilford Ave Junction,,Acomhal Asc Gilford,False,ITM,719200.0,732816.0,-6.210365251,53.33214934,BCT,MKD,OTH,,822G000027,822,,E0822028,,Dublin City,Dublin,02127,Pembroke East C
822000427,,Gilford Ave Junction,Gilford Ave Junction,,Acomhal Asc Gilford,False,ITM,719186.0,732807.0,-6.210578715,53.33207165,BCT,MKD,OTH,,822G000027,822,,E0822028,,Dublin City,Dublin,02127,Pembroke East C
8220DB000770,770.0,RTE,RTE,Stillorgan Road,RTÉ,False,ITM,718225.0,730842.0,-6.225731811,53.31463619,BCT,MKD,OTH,NW,822G000029,822,,E0822030,,Dublin City,Dublin,02128,Pembroke East D
8220DB007608,7608.0,Sean MacDermott Street,,,,False,ITM,716023.0,735039.0,-6.257225072000001,53.35282374,BCT,MKD,OTH,,822G000045,822,,E0822013,,Dublin City,Dublin,02088,Rotunda A
8220DB007590,7590.0,Marlborough Street,Marlborough Street,,Sráid Mhaoilbhríde,False,ITM,715986.0,735014.0,-6.257789723999998,53.35260728,BCT,MKD,OTH,,822G000045,822,,E0822013,,Dublin City,Dublin,02075,North City
822000415,,Swords Road,,,,False,ITM,716822.0,738468.0,-6.243962933,53.38344951,BCT,MKD,OTH,,822G000046,822,,E0822025,,Dublin City,Dublin,02091,Whitehall B
822000410,,Dawson Street,,,,False,ITM,715995.0,733613.0,-6.2581677560000015,53.34002045,BCT,MKD,OTH,,822G000060,822,,E0822091,,Dublin City,Dublin,02118,Mansion House B
822000409,,Dawson Street,Dawson Street,,Sráid Dhásain,False,ITM,715963.0,733613.0,-6.258648039,53.34002746,BCT,MKD,OTH,,822G000060,822,,E0822091,,Dublin City,Dublin,02118,Mansion House B
8220B1353301,135331.0,Dawson Street,Dawson Street,,Sráid Dhásain,False,ITM,715967.0,733625.0,-6.2585836110000015,53.34013437,BCT,MKD,OTH,N,822G000060,822,,E0822091,,Dublin City,Dublin,02118,Mansion House B
822000408,,Bachelors Walk,Bachelors Walk,,Siúlán Bhaitsiléir,False,ITM,715805.0,734405.0,-6.2607298710000014,53.34717641,BCT,MKD,OTH,,822G000061,822,,E0822013,,Dublin City,Dublin,02075,North City
822000390,,Donnybrook,Donnybrook,,Domhnach Broc,False,ITM,717693.0,731461.0,-6.233482016,53.32031492,BCT,MKD,OTH,,822G000077,822,,E0822030,,Dublin City,Dublin,02131,Pembroke West B
822000389,,Donnybrook,Donnybrook,,Domhnach Broc,False,ITM,717714.0,731424.0,-6.233180712,53.3199779,BCT,MKD,OTH,,822G000077,822,,E0822030,,Dublin City,Dublin,02135,Rathmines East B
822000386,,Schoolhouse Hotel,Schoolhouse Hotel,,Óstán Schoolhouse,False,ITM,717242.0,733333.0,-6.239555502000001,53.33723057,BCT,MKD,OTH,,822G000079,822,,E0822091,,Dublin City,Dublin,02130,Pembroke West A
822000384,,Hampton Hotel,Hampton Hotel,,Óstán Hampton,False,ITM,717069.0,732111.0,-6.242603177,53.32629197,BCT,MKD,OTH,,822G000080,822,,E0822030,,Dublin City,Dublin,02131,Pembroke West B
822000383,,Hampton Hotel,Hampton Hotel,,Óstán Hampton,False,ITM,717123.0,732030.0,-6.2418228870000005,53.32555243,BCT,MKD,OTH,,822G000080,822,,E0822030,,Dublin City,Dublin,02134,Rathmines East A
822000382,,Leeson St Upper,Leeson St Upper,,Sráid Líosain Uacht,False,ITM,716640.0,732472.0,-6.2489070510000015,53.3296294,BCT,MKD,OTH,,822G000081,822,,E0822091,,Dublin City,Dublin,02132,Pembroke West C
822000381,,Leeson St Upper,Leeson St Upper,,Sráid Líosain Uacht,False,ITM,716735.0,732384.0,-6.24751397,53.32881799,BCT,MKD,OTH,,822G000081,822,,E0822091,,Dublin City,Dublin,02134,Rathmines East A
822000380,,Leeson St Lower,Leeson St Lower,,Sráid Líosain Íocht,False,ITM,716140.0,733110.0,-6.256175849,53.33547032,BCT,MKD,OTH,,822G000082,822,,E0822091,70004.0,Dublin City,Dublin,02118,Mansion House B
822000379,,Leeson St Lower,Leeson St Lower,,Sráid Líosain Íocht,False,ITM,716128.0,733097.0,-6.2563607,53.33535617,BCT,MKD,OTH,,822G000082,822,,E0822091,70011.0,Dublin City,Dublin,02146,St. Kevin's
822000377,,Leeson St Upper,Leeson St Upper,,Sráid Líosain Uacht,False,ITM,716404.0,732641.0,-6.252386203,53.33119942,BCT,MKD,OTH,,822G000083,822,,E0822091,70010.0,Dublin City,Dublin,02134,Rathmines East A
822000376,,Lwr Drumcondra Road,Lwr Drumcondra Road,,Droim Conrach Íocht,False,ITM,715979.0,736268.0,-6.257435244,53.36387318,BCT,MKD,OTH,,822G000084,822,,E0822021,,Dublin City,Dublin,02048,Drumcondra South B
822000375,,Lwr Drumcondra Road,Lwr Drumcondra Road,,Droim Conrach Íocht,False,ITM,715918.0,736166.0,-6.258388667999999,53.36297031,BCT,MKD,OTH,,822G000084,822,,E0822021,,Dublin City,Dublin,02029,Botanic C
822000372,,East Wall Road,East Wall Road,,Br an Phoirt Thoir,False,ITM,718107.0,734864.0,-6.226003017000001,53.35079068,BCT,MKD,OTH,,822G000087,822,,E0822055,,Dublin City,Dublin,02077,North Dock B
8220DB001359,1359.0,College Green,College Green,,Faiche an Choláiste,False,ITM,715770.0,734095.0,-6.26136859,53.34439941,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
822000370,,College Green,,,,False,ITM,715769.0,734095.0,-6.261383601,53.34439963,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
8220DB004522,4522.0,College Green,College Green,,Faiche an Choláiste,False,ITM,715821.0,734081.0,-6.26060818,53.34426249,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
8220DB001279,1279.0,College Green,College Green,,Faiche an Choláiste,False,ITM,715748.0,734079.0,-6.261704666,53.3442605,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
8220DB001278,1278.0,College Green,College Green,,Faiche an Choláiste,False,ITM,715775.0,734077.0,-6.261300117999999,53.34423663,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
8220PB002155,,College Green,,,,False,ITM,715774.0,734077.0,-6.261315128,53.34423684,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
8220DB004521,4521.0,College Green,College Green,,Faiche an Choláiste,False,ITM,715850.0,734086.0,-6.260171051,53.34430106,BCT,MKD,OTH,,822G000088,822,,E0822091,,Dublin City,Dublin,02144,Royal Exchange A
822000302,,Bottom of the Hill,Bottom of the Hill,,Bottom of the Hill,False,ITM,713287.0,738693.0,-6.296993292000001,53.38624023,BCT,MKD,OTH,,822G000089,822,,E0822062,,Dublin City,Dublin,02055,Finglas South B
8220DB006060,6060.0,O'Connell Street (opp Gresham),,,,False,ITM,715753.0,734916.0,-6.2613236510000005,53.35177799,BCT,MKD,OTH,,822G000098,822,,E0822013,,Dublin City,Dublin,02075,North City
822000289,,Thomas Street,,,,False,ITM,714183.0,733954.0,-6.285241171,53.34347759,BCT,MKD,OTH,,822G000099,822,,E0822096,,Dublin City,Dublin,02154,Ushers C
8220VIR07146,,Market Street South,,,,False,ITM,714086.0,733748.0,-6.2867713620000005,53.34164803,BCT,MKD,OTH,,822G000100,822,,E0822096,,Dublin City,Dublin,02154,Ushers C
822000277,,High Street,,,,False,ITM,715028.0,733919.0,-6.272570278,53.34298022,BCT,MKD,OTH,,822G000107,822,,E0822095,,Dublin City,Dublin,02120,Merchants Quay B
822000276,,Casino Park,,,,False,ITM,718030.0,737169.0,-6.226299134,53.37151275,BCT,MKD,OTH,,822G000112,822,,E0822032,,Dublin City,Dublin,02058,Grace Park
822000268,,Mountjoy Sq West,Mountjoy Sq West,,Cear Mhuinseo Thiar,False,ITM,715925.0,735410.0,-6.258560506,53.35617782,BCT,MKD,OTH,,822G000114,822,,E0822013,,Dublin City,Dublin,02088,Rotunda A
8220DB002498,2498.0,Custom House Quay,Custom House Quay,,Theach an Chustaim,False,ITM,716509.0,734541.0,-6.250111877,53.34824354,BCT,MKD,OTH,E,822G000120,822,,E0822073,,Dublin City,Dublin,02078,North Dock C
822000214,,Custom House Quay,Custom House Quay,,Cé Thch an Chustaim,False,ITM,716493.0,734545.0,-6.250350592,53.348283,BCT,MKD,OTH,,822G000120,822,,E0822073,,Dublin City,Dublin,02078,North Dock C
8220B1352702,135272.0,IFSC House,IFSC House,,Teach an Chustaim,False,ITM,716493.0,734545.0,-6.250350592,53.348283,BCT,MKD,OTH,,822G000120,822,,E0822073,,Dublin City,Dublin,02078,North Dock C
822000262,,Donnybrook Road,,,,False,ITM,717707.0,731416.0,-6.233288692,53.31990759,BCT,MKD,OTH,,822G000122,822,,E0822030,,Dublin City,Dublin,02135,Rathmines East B
8220B1353002,135302.0,Stop No. 135302,,,,False,ITM,716285.0,732875.0,-6.254086032000001,53.33332754,BCT,MKD,OTH,,822G000127,822,,E0822091,,Dublin City,Dublin,02146,St. Kevin's
822000255,,Sussex Road,Sussex Road,,Bóthar Sussex,False,ITM,716640.0,732483.0,-6.248903003,53.32972821,BCT,MKD,OTH,,822G000128,822,,E0822091,,Dublin City,Dublin,02132,Pembroke West C
8220B1021701,102171.0,Sussex Road,Sussex Road,,Bóthar Sussex,False,ITM,716599.0,732506.0,-6.249509755,53.32994385,BCT,MKD,OTH,,822G000128,822,,E0822091,,Dublin City,Dublin,02132,Pembroke West C
8220DB007611,7611.0,North Wall Quay,North Wall Quay,,Cé an Phoirt Thuaidh,False,ITM,717421.0,734464.0,-6.236449877999999,53.3473503,BCT,MKD,OTH,,822G000135,822,,E0822073,,Dublin City,Dublin,02077,North Dock B
822000248,,AIB OConnell Street,AIB OConnell Street,,AIB Sd Uí Chonaill,False,ITM,715732.0,734978.0,-6.261616257999999,53.35233952,BCT,MKD,OTH,,822G000137,822,,E0822013,,Dublin City,Dublin,02075,North City
822000246,,North Star Hotel,,,,False,ITM,716512.0,734931.0,-6.249923327,53.35174614,BCT,MKD,OTH,,822G000141,822,,E0822081,,Dublin City,Dublin,02073,Mountjoy A
822000245,,Ardmore Hotel,Ardmore Hotel,,Óstán Ardmore,False,ITM,713648.0,738251.0,-6.291728116,53.38219229,BCT,MKD,OTH,,822G000147,822,,E0822062,,Dublin City,Dublin,02055,Finglas South B
8220DB001477,1477.0,Arran Quay,Arran Quay,,Cé Árann,False,ITM,714788.0,734238.0,-6.276057067000001,53.34589785,BCT,MKD,OTH,E,822G000148,822,,E0822060,,Dublin City,Dublin,02003,Arran Quay C
822000243,,Arran Quay,,,,False,ITM,714805.0,734232.0,-6.275804055,53.34584027,BCT,MKD,OTH,,822G000148,822,,E0822060,,Dublin City,Dublin,02003,Arran Quay C
