AtcoCode,PlateCode,CommonName_lang_en,ShortCommonName_lang_en,Street_lang_en,ShortCommonName_lang_ga,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Indicator_lang_en,NptgLocalityRef,NaptanCode,county,region,electoral_district_id,electoral_district
8360B3011101,301111.0,Tulla Road,Tulla Road,,Bóthar na Tulaí,False,ITM,535265.0,678759.0,-8.961206757000001,52.855854,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16032,Ennis Rural
8360B3011102,301112.0,RSLNS,,,,False,ITM,535435.0,678772.0,-8.958685501,52.85599122,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16032,Ennis Rural
8360B3373002,337302.0,Bunratty,Bunratty,Bunratty West,Bun Raite,False,ITM,544869.0,661173.0,-8.815660604,52.69887945,BCT,MKD,OTH,W,,836,,E0836048,,Clare County,Mid-West,16030,Drumline
8360B3373001,337301.0,Bunratty,Bunratty,,Bun Raite,False,ITM,544881.0,661112.0,-8.815472867,52.69833246,class_undefined,,,,,836,,E0836048,,Clare County,Mid-West,16030,Drumline
8360B609512,609512.0,BNRTT,,,,False,ITM,544870.0,661173.0,-8.81564581,52.69887955,class_undefined,,,,,836,,E0836048,,Clare County,Mid-West,16030,Drumline
8360B334651,334651.0,Tuamgraney,Tuamgraney,,Tuaim Gréine,False,ITM,563708.0,683043.0,-8.53938151,52.89702289,class_undefined,,,,,836,,E0836044,,Clare County,Mid-West,16137,Scarriff
8360B337751,337751.0,Ballycasey Cross,Ballycasey Cross,,Baile Uí Chathasaigh,False,ITM,541717.0,663042.0,-8.862619881,52.71534596,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B300121,300121.0,Kennedys Cross,Kennedys Cross,,Crois Ó Cinnéide,False,ITM,556654.0,695820.0,-8.64592192,53.01132693,class_undefined,,,,,836,,E0361281,,Clare County,Mid-West,16145,Killanena
8360B301131,301131.0,Flagmount,Flagmount,,Leacain an Éadain,False,ITM,556542.0,693154.0,-8.647232381,52.98735883,class_undefined,,,,,836,,E0836043,,Clare County,Mid-West,16128/16123,Corlea/Cahermurphy
8360B603211,603211.0,Aidan Park,Aidan Park,,Páirc Aodhán,False,ITM,541049.0,662768.0,-8.872456271,52.71281123,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337881,337881.0,O'Gormans Cross,O'Gormans Cross,,Crois O'Gorman,False,ITM,547876.0,662293.0,-8.771354152,52.70924269,class_undefined,,,,,836,,E0836085,,Clare County,Mid-West,16111,Cratloe
8360B336631,336631.0,Radisson Hotel,Radisson Hotel,,Óstán Radisson,False,ITM,551801.0,659240.0,-8.712828266,52.68216831,class_undefined,,,,,836,,E0361625,,Clare County,Mid-West,16111,Cratloe
8360B336651,336651.0,Ballycasey Park,Ballycasey Park,,Pc Be Uí Chathasaigh,False,ITM,541320.0,662750.0,-8.868442847,52.71267891,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336661,336661.0,John & Paul Church,John & Paul Church,,Eaglais Eoin & Pól,False,ITM,541466.0,662393.0,-8.866218822,52.7094864,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336671,336671.0,Shannon Town Hall,Shannon Town Hall,,Halla an Bhaile,False,ITM,540717.0,661985.0,-8.877227998,52.70573829,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336681,336681.0,Fearnog,Fearnog,,Fearnóg,False,ITM,540409.0,662273.0,-8.881837156,52.70829269,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336691,336691.0,Pinewood,Pinewood,,Coill na Giúise,False,ITM,540344.0,662428.0,-8.882827027000001,52.70967849,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336701,336701.0,Tullyglass,Tullyglass,,An Tulaigh Ghlais,False,ITM,539890.0,662011.0,-8.889468516,52.70588078,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336711,336711.0,Fergus Road Rbdt,Fergus Road Rbdt,,Timp Br Fhearghasa,False,ITM,539748.0,661725.0,-8.89151708,52.70329477,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336721,336721.0,Thormac Engineering,Thormac Engineering,,Innealtóir Thormac,False,ITM,539159.0,661920.0,-8.9002671,52.70498135,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336761,336761.0,Aon House,Aon House,,Teach Aon,False,ITM,539044.0,661740.0,-8.901935179,52.70335079999999,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336911,336911.0,Element Six,Element Six,,Element Six,False,ITM,538945.0,661524.0,-8.90335975,52.7013985,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B336951,336951.0,Ashford House,Ashford House,,Teach Áth Fuinseoige,False,ITM,538984.0,661322.0,-8.902745333,52.69958756,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337081,337081.0,Airport House,Airport House,,Teach Aerfort,False,ITM,539027.0,661053.0,-8.902059384,52.69717496,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337111,337111.0,Aerlingus Cargo,Aerlingus Cargo,,Lasta Aer Lingus,False,ITM,538277.0,660247.0,-8.913002535,52.68984668,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337131,337131.0,Airport House,Airport House,,Teach Aerfort,False,ITM,539011.0,661048.0,-8.902295136000001,52.69712822,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337201,337201.0,Universal House,Universal House,,Teach Uilíoch,False,ITM,538984.0,661200.0,-8.902722712000001,52.69849117,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337211,337211.0,Aon House,Aon House,,Teach Aon,False,ITM,539030.0,661758.0,-8.902145637,52.70351098,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337221,337221.0,Thormac Engineering,Thormac Engineering,,Innealtóir Thormac,False,ITM,539159.0,661926.0,-8.90026821,52.70503527,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337291,337291.0,Shannon RSA,Shannon RSA,,RSA Sionainn,False,ITM,539377.0,661858.0,-8.89703035,52.70444862,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337521,337521.0,Fergus Road Rbdt,Fergus Road Rbdt,,Timp Br Fhearghasa,False,ITM,539658.0,661700.0,-8.892844001,52.70306008,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337611,337611.0,Tullyglass,Tullyglass,,An Tulaigh Ghlais,False,ITM,539875.0,662009.0,-8.889690082000001,52.70586114,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337631,337631.0,Tola Park,Tola Park,,Pairc Tola,False,ITM,540342.0,662437.0,-8.882858253,52.70975915,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337641,337641.0,Fearnog,Fearnog,,Fearnóg,False,ITM,540430.0,662228.0,-8.881518284,52.70789059,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337651,337651.0,Shannon Town Hall,Shannon Town Hall,,Halla an Bhaile,False,ITM,540716.0,661996.0,-8.877244776,52.70583703,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337701,337701.0,John & Paul Church,John & Paul Church,,Eaglais Eoin & Pól,False,ITM,541449.0,662390.0,-8.866469833,52.7094576,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337731,337731.0,Ballycasey Park,Ballycasey Park,,Pc Be Uí Chathasaigh,False,ITM,541317.0,662714.0,-8.868480816,52.71235506,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337761,337761.0,Hurlers Cross,Hurlers Cross,,Crois na hIomána,False,ITM,543171.0,662374.0,-8.840987002,52.70949728,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16030,Drumline
8360B337821,337821.0,Setrights Cross,Setrights Cross,,Crois Setright,False,ITM,548857.0,660504.0,-8.756560193,52.69325827,class_undefined,,,,,836,,E0836085,,Clare County,Mid-West,16111,Cratloe
8360B337841,337841.0,Radisson Hotel,Radisson Hotel,,Óstán Radisson,False,ITM,551846.0,659288.0,-8.712169822,52.6826037,class_undefined,,,,,836,,E0361625,,Clare County,Mid-West,16111,Cratloe
8360B337851,337851.0,Two Mile Inn,Two Mile Inn,,Two Mile Inn,False,ITM,552724.0,659012.0,-8.699146161,52.68020051,class_undefined,,,,,836,,E0362141,,Clare County,Mid-West,16113,Killeely
8360B336291,336291.0,Cappagh,Cappagh,,An Cheapach,False,ITM,546408.0,664732.0,-8.793473738,52.73101872,class_undefined,,,,,836,,E0836029,,Clare County,Mid-West,16041,Sixmilebridge
8360B336541,336541.0,Ministers Cross,Ministers Cross,,An Chloch Liath,False,ITM,545069.0,663581.0,-8.813104152000001,52.72054044,class_undefined,,,,,836,,E0836048,,Clare County,Mid-West,16041,Sixmilebridge
8360B337861,337861.0,Ministers Cross,Ministers Cross,,An Chloch Liath,False,ITM,545029.0,663563.0,-8.813693167,52.72037461,class_undefined,,,,,836,,E0836048,,Clare County,Mid-West,16041,Sixmilebridge
8360B337871,337871.0,Cappagh,Cappagh,,An Cheapach,False,ITM,546020.0,664467.0,-8.799174243,52.72859859,class_undefined,,,,,836,,E0836029,,Clare County,Mid-West,16041,Sixmilebridge
8360B331201,331201.0,CRGNO,,,,False,ITM,538789.0,665562.0,-8.906419604,52.73766941,class_undefined,,,,,836,,E0836022,,Clare County,Mid-West,16045,Urlan
8360B603071,603071.0,Lifford Road,Lifford Road,,Bóthar Leifir,False,ITM,534106.0,678222.0,-8.978304747000001,52.85088778,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16001,Ennis No. 1 Urban
8360B603081,603081.0,ENCRO,,,,False,ITM,533454.0,677402.0,-8.987815917999999,52.84343883,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16002,Ennis No. 2 Urban
8360B603091,603091.0,ENCRO,,,,False,ITM,533695.0,677167.0,-8.984191312,52.84135674,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16004,Ennis No. 4 Urban
8360B603101,603101.0,Macs Cross,Macs Cross,,Crois Mac,False,ITM,533780.0,676630.0,-8.982820868,52.83654151,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16004,Ennis No. 4 Urban
8360B603121,603121.0,West County Hotel,West County Hotel,,Óstán West County,False,ITM,533933.0,676127.0,-8.980448648,52.83204013,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16032,Ennis Rural
8360B603131,603131.0,Limerick Road,Limerick Road,,Bóthar Luimnigh,False,ITM,534060.0,675554.0,-8.978448535,52.82690648,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16026,Clareabbey
8360B603151,603151.0,St Joseph's Terrace,St Joseph's Terrace,,Ard Sheosaimh Naofa,False,ITM,534419.0,674805.0,-8.972971995,52.82021943,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603161,603161.0,Madden's Terrace,Madden's Terrace,,Ardán Madden,False,ITM,534718.0,674370.0,-8.968449762999999,52.8163466,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603171,603171.0,Clarecastle,Clarecastle,,Droichead an Chláir,False,ITM,534977.0,674163.0,-8.964566943,52.81451769,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603181,603181.0,Latoon Cross,Latoon Cross,,Crois Latoon,False,ITM,538004.0,670926.0,-8.919056657,52.78578445,class_undefined,,,,,836,,E0361589,,Clare County,Mid-West,16040,Newmarket
8360B603191,603191.0,Newmarket-on-Fergus,Newmarket-on-Fergus,,Cora Chaitlín,False,ITM,539381.0,668371.0,-8.898173396,52.76297979,class_undefined,,,,,836,,E0836022,,Clare County,Mid-West,16040,Newmarket
8360B603201,603201.0,Boheraroan,Boheraroan,,Bóthar an Ruáin,False,ITM,539572.0,667942.0,-8.895264717,52.75914588,class_undefined,,,,,836,,E0836022,,Clare County,Mid-West,16045,Urlan
8360B603221,603221.0,Skycourt Centre,Skycourt Centre,,Ionad Skycourt,False,ITM,540437.0,662608.0,-8.881483535,52.71130636,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B603231,603231.0,Tola Park,Tola Park,,Pairc Tola,False,ITM,540001.0,662389.0,-8.88789518,52.70929011,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B609581,609581.0,Shannon Airport,Shannon Airport,,Aerfort,False,ITM,537864.0,660511.0,-8.919160576,52.69217198,class_undefined,,,,,836,,E0362006,,Clare County,Mid-West,16027,Clenagh
8360B603261,603261.0,Boheraroan,Boheraroan,,Bóthar an Ruáin,False,ITM,539571.0,667941.0,-8.895279347,52.75913678,class_undefined,,,,,836,,E0836022,,Clare County,Mid-West,16045,Urlan
8360B603271,603271.0,Newmarket-on-Fergus,Newmarket-on-Fergus,,Cora Chaitlín,False,ITM,539439.0,668237.0,-8.89728939,52.76178208,class_undefined,,,,,836,,E0836022,,Clare County,Mid-West,16040,Newmarket
8360B603281,603281.0,Clarecastle,Clarecastle,,Droichead an Chláir,False,ITM,534989.0,674168.0,-8.964389954,52.81456407,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603291,603291.0,St Michael's Tce,St Michael's Tce,,Ardán Mhichíl,False,ITM,534711.0,674372.0,-8.96855399,52.81636373,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603301,603301.0,St Josephs Terrace,St Josephs Terrace,,Ardán Iósaif,False,ITM,534412.0,674789.0,-8.973072621,52.82007479,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603141,603141.0,Clareabbey,Clareabbey,,Mainistir an Chláir,False,ITM,534247.0,675043.0,-8.975571317,52.82233725,class_undefined,,,,,836,,E0836069,,Clare County,Mid-West,16026,Clareabbey
8360B603111,603111.0,Clon Road,Clon Road,,Cluain Ráda,False,ITM,533819.0,676596.0,-8.982235239,52.83624076,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16032,Ennis Rural
8360B603241,603241.0,Tola Park,Tola Park,,Pairc Tola,False,ITM,539989.0,662397.0,-8.888074199,52.70936067,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B603251,603251.0,Skycourt Centre,Skycourt Centre,,Ionad Skycourt,False,ITM,540523.0,662644.0,-8.880217481,52.71163934,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B603311,603311.0,ENCOE,,,,False,ITM,533678.0,677158.0,-8.98444178,52.84127377,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16004,Ennis No. 4 Urban
8360B603321,603321.0,ENCSK,,,,False,ITM,533440.0,677401.0,-8.988023497999999,52.84342812,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16002,Ennis No. 2 Urban
8360B331781,331781.0,Bridgetown Cross,Bridgetown Cross,,Baile an Droichid,False,ITM,565653.0,667104.0,-8.508799532000001,52.75390106,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16119,O'Briensbridge
8360B351621,351621.0,Ennistymon,Ennistymon,,Inis Díomáin,False,ITM,513077.0,688369.0,-9.293150077,52.93907956,class_undefined,,,,,836,,E0836078,,Clare County,Mid-West,16054,Ennistimon
8360B351661,351661.0,Corofin Cross,Corofin Cross,,Crois Chora Finne,False,ITM,515910.0,686540.0,-9.250540973,52.92309631,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16047,Ballagh
8360B351591,351591.0,Corofin,Corofin,,Cora Finne,False,ITM,528461.0,688767.0,-9.064418436,52.94492575,class_undefined,,,,,836,,E0836837,,Clare County,Mid-West,16019,Corrofin
8360B351631,351631.0,Fountain Cross,Fountain Cross,,Tobar Mháille,False,ITM,530860.0,679952.0,-9.026855629,52.86602714,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16032,Ennis Rural
8360B351601,351601.0,Kilfenora,Kilfenora,,Cill Fhionnúrach,False,ITM,518360.0,693979.0,-9.215988831,52.99031723,class_undefined,,,,,836,,E0836005,,Clare County,Mid-West,16056,Kilfenora
8360B351581,351581.0,Lisdeen,Lisdeen,,Lios Duibhinn,False,ITM,492621.0,659176.0,-9.587771595,52.67310138,class_undefined,,,,,836,,E0836037,,Clare County,Mid-West,16084,Einagh
8360B351571,351571.0,Moyasta,Moyasta,,Maigh Sheasta,False,ITM,495984.0,658489.0,-9.537847266,52.66758445,class_undefined,,,,,836,,E0836014,,Clare County,Mid-West,16084,Einagh
8360B351541,351541.0,Knockalough,Knockalough,,Knockalough,False,ITM,514767.0,662838.0,-9.261352915,52.70994093,class_undefined,,,,,836,,E0361472,,Clare County,Mid-West,16085,Glenmore
8360B351531,351531.0,Lissycasey,Lissycasey,,Lios Uí Chathasaigh,False,ITM,520811.0,666010.0,-9.17269412,52.73936213,class_undefined,,,,,836,,E0361680,,Clare County,Mid-West,16074,Liscasey
8360B351521,351521.0,Sheedys Cross,Sheedys Cross,,Crois Sheedy,False,ITM,528447.0,672032.0,-9.06095101,52.79454146,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16036,Killone
8360B351561,351561.0,Shaughnessys Cross,Shaughnessys Cross,,Crois Ó Seachnasaigh,False,ITM,509381.0,661391.0,-9.34063807,52.69606444,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16091,Kilmihil
8360B351551,351551.0,Kilmihil,Kilmihil,,Cill Mhichíl,False,ITM,510916.0,664098.0,-9.31866873,52.72064281,class_undefined,,,,,836,,E0836010,,Clare County,Mid-West,16091,Kilmihil
8360B356001,356001.0,Fisher Street,Fisher Street,,Sráid na nIascairí,False,ITM,507140.0,696698.0,-9.383836459,53.0129208,class_undefined,,,,,836,,E0836072,,Clare County,Mid-West,16058,Killilagh
8360B351681,351681.0,Stop No. 351681,,,,False,ITM,513490.0,698415.0,-9.289693453,53.02941158,class_undefined,,,,,836,,E0836019,,Clare County,Mid-West,16012,Lisdoonvarna
8360B351671,351671.0,Liscannor,Liscannor,,Lios Ceannúir,False,ITM,506533.0,688440.0,-9.390495159,52.93861845,class_undefined,,,,,836,,E0836017,,Clare County,Mid-West,16060,Liscannor
8360B351651,351651.0,Inagh,Inagh,,Eidhneach,False,ITM,520867.0,681424.0,-9.17559566,52.87787831,class_undefined,,,,,836,,E0836070,,Clare County,Mid-West,16048,Ballyea
8360B351641,351641.0,O'Neills Cross,O'Neills Cross,,Crois O'Neill,False,ITM,524844.0,679778.0,-9.116146362,52.86365749,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16037,Kilnamona
8360B351611,351611.0,Ennistymon Square,Ennistymon Square,,Cearnóg Inis Díomáin,False,ITM,513055.0,688583.0,-9.29353463,52.94099884,class_undefined,,,,,836,,E0836078,,Clare County,Mid-West,16054,Ennistimon
8360B333271,333271.0,Blackwater Cross,Blackwater Cross,,Crosaire Dhubabhann,False,ITM,559278.0,662247.0,-8.602628174,52.70980682,class_undefined,,,,,836,,E0836428,,Clare County,Mid-West,16106,Ballyglass
8360B333261,333261.0,Connors Cross,Connors Cross,,Crois Uí Chonchúir,False,ITM,559396.0,661171.0,-8.60074923,52.70014523,class_undefined,,,,,836,,E0361833,,Clare County,Mid-West,16106,Ballyglass
8360B333251,333251.0,Larkins Cross,Larkins Cross,,Crois an Lorcánaigh,False,ITM,559206.0,660000.0,-8.60341504,52.68960669,class_undefined,,,,,836,,E0361587,,Clare County,Mid-West,16106,Ballyglass
8360B333361,333361.0,Mountshannon,Mountshannon,,Baile Uí Bheoláin,False,ITM,571226.0,686876.0,-8.427990267,52.93192610000001,class_undefined,,,,,836,,E0836020,,Clare County,Mid-West,16135,Mountshannon
8360B333351,333351.0,Bodyke,Bodyke,,Lúbán Díge,False,ITM,559831.0,681659.0,-8.596828416000001,52.88430911,class_undefined,,,,,836,,E0836040,,Clare County,Mid-West,16127,Coolreagh
8360B333341,333341.0,Keoghs Cross,Keoghs Cross,,Crois Mhic Ceoch,False,ITM,554096.0,680568.0,-8.681878682999999,52.8740456,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16139,Ballynahinch
8360B333331,333331.0,Ryans Cross,Ryans Cross,,Crois Uí Riain,False,ITM,552489.0,677831.0,-8.705348858999999,52.84930879,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16148,Kyle
8360B333321,333321.0,O'Callaghans Mills,O'Callaghans Mills,,Cúirt Mhic Ailín,False,ITM,553816.0,677005.0,-8.685532827000001,52.84200088,class_undefined,,,,,836,,E0836054,,Clare County,Mid-West,16146,Killuran
8360B333311,333311.0,Broadford,Broadford,,Áth Leathan,False,ITM,557333.0,672962.0,-8.632803707999999,52.80595569,class_undefined,,,,,836,,E0836053,,Clare County,Mid-West,16115,Kilseily
8360B333301,333301.0,Fermoyle Cross,Fermoyle Cross,,An Crois Formaoil,False,ITM,557734.0,671628.0,-8.626684413,52.7939983,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16115,Kilseily
8360B333291,333291.0,Kilmore,Kilmore,,An Chill Mhór,False,ITM,560003.0,667166.0,-8.592498875,52.75406978,class_undefined,,,,,836,,E0836051,,Clare County,Mid-West,16109,Cloghera
8360B333281,333281.0,Knockdonagh Cross,Knockdonagh Cross,,Cr Chnoc Dhonncha,False,ITM,559245.0,665334.0,-8.603499379,52.73754836,class_undefined,,,,,836,,E0361505,,Clare County,Mid-West,16109,Cloghera
8360B333401,333401.0,Killane Cross,Killane Cross,,Crois Choill Éan,False,ITM,549144.0,675419.0,-8.754628382,52.82732698,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16138,Ballyblood
8360B333391,333391.0,Kilkishen,Kilkishen,,Cill Chisín,False,ITM,549597.0,673155.0,-8.747557953,52.80702303,class_undefined,,,,,836,,E0836007,,Clare County,Mid-West,16144,Kilkishen
8360B333381,333381.0,O'Neils Gate,O'Neils Gate,,Gata O'Neil,False,ITM,548304.0,671748.0,-8.76651102,52.79425605,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16144,Kilkishen
8360B333371,333371.0,Kilmurry,Kilmurry,,Cill Mhuire,False,ITM,547184.0,669855.0,-8.782810514,52.77713536,class_undefined,,,,,836,,E0836087,,Clare County,Mid-West,16144,Kilkishen
8360B357561,357561.0,Ballyvaughan,Ballyvaughan,,Baile Uí Bheacháin,False,ITM,523154.0,707896.0,-9.147919363,53.11607813,class_undefined,,,,,836,,E0836376,,Clare County,Mid-West,16010,Drumcreehy
8360B551211,551211.0,Bellharbour,Bellharbour,,Béal an Chloga,False,ITM,528249.0,708457.0,-9.071951148,53.12182853,class_undefined,,,,,836,,E0836416,,Clare County,Mid-West,16006,Abbey
8360B357931,357931.0,Crusheen,Crusheen,,Croisín,False,ITM,539568.0,687881.0,-8.899018185,52.93832884,class_undefined,,,,,836,,E0836001,,Clare County,Mid-West,16028,Crusheen
8360B603331,603331.0,West County Hotel,West County Hotel,,Óstán West County,False,ITM,533932.0,676095.0,-8.980457011,52.83175245,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16032,Ennis Rural
8360B603341,603341.0,Castle Lawn,Castle Lawn,,Plásóg an Chaisleáin,False,ITM,534461.0,678121.0,-8.973014724,52.85002346,class_undefined,,,,,836,,E0836003,,Clare County,Mid-West,16001,Ennis No. 1 Urban
8360B336361,336361.0,Smithstown Ind Est,Smithstown Ind Est,,Be Átha an Ghabhann,False,ITM,541005.0,663125.0,-8.873171435,52.71601474,class_undefined,,,,,836,,E0836047,,Clare County,Mid-West,16027,Clenagh
8360B337891,337891.0,Cratloe,Cratloe,,An Chreatalach,False,ITM,548474.0,661081.0,-8.762315711,52.69840755,class_undefined,,,,,836,,E0836085,,Clare County,Mid-West,16111,Cratloe
8360B336641,336641.0,Cratloe,Cratloe,,An Chreatalach,False,ITM,548451.0,661082.0,-8.762656115,52.69841435,class_undefined,,,,,836,,E0836085,,Clare County,Mid-West,16111,Cratloe
8360B333801,333801.0,Lakyle Heights,Lakyle Heights,,Arda Lakyle,False,ITM,558731.0,662081.0,-8.610701674,52.7082735,class_undefined,,,,,836,,E0836050,,Clare County,Mid-West,16106,Ballyglass
8360B333741,333741.0,Elton Court,Elton Court,,Cúirt Elton,False,ITM,555638.0,661196.0,-8.656349613,52.70007517,class_undefined,,,,,836,,E0836210,,Clare County,Mid-West,16105,Ballycannan
8360B333751,333751.0,Ballycannon Heights,Ballycannon Heights,,Coill an Leamháin,False,ITM,556108.0,661525.0,-8.649440195,52.70307029,class_undefined,,,,,836,,E0836210,,Clare County,Mid-West,16105,Ballycannan
8360B333761,333761.0,Fairyfield,Fairyfield,,Gort an Fhraoigh,False,ITM,558191.0,660572.0,-8.61850038,52.69467012,class_undefined,,,,,836,,E0836049,,Clare County,Mid-West,16106,Ballyglass
8360B333781,333781.0,Firhill,Firhill,,Cnoc na Ghiúise,False,ITM,558907.0,660968.0,-8.607958351,52.69828391,class_undefined,,,,,836,,E0836049,,Clare County,Mid-West,16106,Ballyglass
8360B333771,333771.0,Bishop Murphy Park,Bishop Murphy Park,,Pairc Ui Mhurchú,False,ITM,558499.0,660830.0,-8.613976808,52.69701255,class_undefined,,,,,836,,E0836049,,Clare County,Mid-West,16106,Ballyglass
8360B333731,333731.0,Meelick,Meelick,,Míleac,False,ITM,555835.0,661292.0,-8.653448029,52.70095405,class_undefined,,,,,836,,E0836210,,Clare County,Mid-West,16105,Ballycannan
8360B333811,333811.0,Lakyle Heights,Lakyle Heights,,Arda Lakyle,False,ITM,558750.0,662093.0,-8.610422032999999,52.7083828,class_undefined,,,,,836,,E0836050,,Clare County,Mid-West,16106,Ballyglass
8360B333791,333791.0,Firhill,Firhill,,Cnoc na Ghiúise,False,ITM,558919.0,660959.0,-8.607779702,52.69820394,class_undefined,,,,,836,,E0836049,,Clare County,Mid-West,16106,Ballyglass
8360B333821,333821.0,Ballycannon Heights,Ballycannon Heights,,Coill an Leamháin,False,ITM,556109.0,661507.0,-8.649422999,52.7029086,class_undefined,,,,,836,,E0836210,,Clare County,Mid-West,16105,Ballycannan
8360B333831,333831.0,Elton Court,Elton Court,,Cúirt Elton,False,ITM,555660.0,661195.0,-8.656024005,52.70006798,class_undefined,,,,,836,,E0836210,,Clare County,Mid-West,16105,Ballycannan
8360B345871,345871.0,Doonbeg,Doonbeg,,An Dún Beag,False,ITM,496682.0,665465.0,-9.529721647,52.73039521,class_undefined,,,,,836,,E0836002,,Clare County,Mid-West,16082,Doonbeg
8360B345861,345861.0,Craggaknock,Craggaknock,,Craig an Chnoic,False,ITM,502401.0,669976.0,-9.4464186,52.77198817,class_undefined,,,,,836,,E0836856,,Clare County,Mid-West,16078,Cloonadrum
8360B345851,345851.0,Quilty,Quilty,,Coillte,False,ITM,501841.0,675015.0,-9.456226407,52.81716145,class_undefined,,,,,836,,E0836065,,Clare County,Mid-West,16092,Kilmurry
8360B345841,345841.0,Spanish Point,Spanish Point,,Rinn na Spáinneach,False,ITM,503694.0,677239.0,-9.42940165,52.83747792,class_undefined,,,,,836,,E0836064,,Clare County,Mid-West,16063,Milltown Malbay
