,StopAreaCode,Name_lang_en,AdministrativeAreaRef,StopAreaType,GridType,Easting,Northing,Longitude,Latitude,ParentStopAreaRef,county
30,821G000014,Carlow Train Station,821,GPBS,ITM,672559.0,677188.0,-6.922990542000001,52.84073973,,Carlow County
47,821GIR0001,Bagnelstown Train Station,821,GRLS,ITM,670794.0,661404.0,-6.952593843,52.6991348,,Carlow County
48,821GA00006,Bagnelstown Train Station,821,GPBS,ITM,670794.0,661408.0,-6.952592983,52.69917074,821GIR0001,Carlow County
49,821GA00007,Bagnelstown Train Station,821,GPBS,ITM,670792.0,661402.0,-6.952623858,52.69911709,821GIR0001,Carlow County
50,821GA00008,Bagnelstown Train Station,821,GPBS,ITM,670768.0,661385.0,-6.952982532999999,52.69896745,821GIR0001,Carlow County
51,821GA00009,Bagnelstown Train Station,821,GPBS,ITM,670755.0,661387.0,-6.953174402999999,52.69898712,821GIR0001,Carlow County
52,821GA00010,Bagnelstown Train Station,821,GPBS,ITM,670766.0,661377.0,-6.9530138379999995,52.69889582,821GIR0001,Carlow County
53,821GIR0002,Carlow Train Station,821,GRLS,ITM,672589.0,677202.0,-6.922542217,52.84086149,,Carlow County
54,821GA00001,Carlow Train Station,821,GPBS,ITM,672587.0,677193.0,-6.9225739,52.84078089,821GIR0002,Carlow County
55,821GA00002,Carlow Train Station,821,GPBS,ITM,672590.0,677202.0,-6.922527377000001,52.84086136,821GIR0002,Carlow County
56,821GA00003,Carlow Train Station,821,GPBS,ITM,672591.0,677174.0,-6.922518765,52.84060961,821GIR0002,Carlow County
57,821GA00004,Carlow Train Station,821,GPBS,ITM,672603.0,677182.0,-6.922338901,52.84067988,821GIR0002,Carlow County
58,821GA00005,Carlow Train Station,821,GPBS,ITM,672609.0,677189.0,-6.922248302000001,52.84074198,821GIR0002,Carlow County
62,822G000007,Connolly Train Station,822,GRLS,ITM,716531.0,734874.0,-6.249659062999999,53.35122994,822GIR0025,Dublin City
63,822GA00464,Connolly Train Station,822,GPBS,ITM,716512.0,734866.0,-6.249947248,53.35116227,822G000007,Dublin City
64,822GA00465,Connolly Train Station,822,GPBS,ITM,716560.0,734866.0,-6.24922664,53.3511517,822G000007,Dublin City
65,822GA00166,Connolly Train Station,822,GPBS,ITM,716530.0,734874.0,-6.249674075,53.35123017,822G000007,Dublin City
66,822GA00167,Connolly Train Station,822,GPBS,ITM,716699.0,735015.0,-6.247084956,53.35245948,822G000007,Dublin City
67,822GA00168,Connolly Train Station,822,GPBS,ITM,716696.0,735022.0,-6.247127415,53.35252302,822G000007,Dublin City
68,822GA00169,Connolly Train Station,822,GPBS,ITM,716686.0,735029.0,-6.247274966,53.35258811,822G000007,Dublin City
69,822GA00170,Connolly Train Station,822,GPBS,ITM,716680.0,735037.0,-6.247362096,53.35266129,822G000007,Dublin City
70,822GA00171,Connolly Train Station,822,GPBS,ITM,716712.0,735076.0,-6.2468672960000005,53.35300456,822G000007,Dublin City
71,822GA00172,Connolly Train Station,822,GPBS,ITM,716717.0,735094.0,-6.246785592999999,53.35316514,822G000007,Dublin City
72,822GA00173,Connolly Train Station,822,GPBS,ITM,716714.0,735097.0,-6.246829527,53.35319275,822G000007,Dublin City
73,822GA00175,Connolly Train Station,822,GPBS,ITM,716700.0,735059.0,-6.247053723,53.35285450000001,822G000007,Dublin City
74,822GA00466,Connolly Train Station,822,GPBS,ITM,716512.0,734922.0,-6.249926639,53.35166529999999,822G000007,Dublin City
226,822G002001,Clongriffin Train Station Park And Ride,822,GPBS,ITM,722965.0,740793.0,-6.15076913,53.40293954,,Dublin City
391,822G002177,Outside Train Station,822,GPBS,ITM,718487.0,732289.0,-6.2212613370000005,53.32757553,822GIR0028,Dublin City
392,822G002178,Outside Train Station,822,GPBS,ITM,716543.0,733993.0,-6.249803141,53.34331352,822GIR0134,Dublin City
847,822G002839,Outside Train Station,822,GPBS,ITM,717265.0,734799.0,-6.2386675689999995,53.35039408,822GIR0137,Dublin City
1075,822G003078,Bus Stop at Train Station,822,GPBS,ITM,716241.0,734449.0,-6.254168781000001,53.34747607,822GIR0025,Dublin City
1111,822G003115,Near Train Station,822,GPBS,ITM,713096.0,737007.0,-6.300466422,53.37113594,,Dublin City
1140,822G003145,Outside Train Station,822,GPBS,ITM,720336.0,738103.0,-6.1913088510000005,53.37938252,822GIR0131,Dublin City
1265,822G003272,Outside Train Station,822,GPBS,ITM,721376.0,738335.0,-6.175596851,53.38122864,822GIR0035,Dublin City
1357,822G003366,Outside Train Station,822,GPBS,ITM,715923.0,736157.0,-6.258316881,53.36288837,822G003502,Dublin City
1490,822G003502,Near Train Station,822,GPBS,ITM,715988.0,736273.0,-6.257298256,53.36391612,,Dublin City
1638,822G003871,Outside Heuston Train Station,822,GPBS,ITM,713741.0,734297.0,-6.2917525439999995,53.3466539,822G003851,Dublin City
1639,822GA00446,Outside Heuston Train Station,822,GPBS,ITM,713590.0,734299.0,-6.294018555,53.34670429999999,822G003871,Dublin City
1640,822GA00447,Outside Heuston Train Station,822,GPBS,ITM,713716.0,734309.0,-6.292123521000001,53.34676707,822G003871,Dublin City
1641,822GA00448,Outside Heuston Train Station,822,GPBS,ITM,713662.0,734231.0,-6.292962136,53.346078000000006,822G003871,Dublin City
1642,822GA00445,Outside Heuston Train Station,822,GPBS,ITM,713551.0,734217.0,-6.294633404,53.34597607,822G003871,Dublin City
1652,822G003881,Killester Train Station,822,GRLS,ITM,719495.0,737360.0,-6.204223388,53.37289934,822G003327,Dublin City
1653,822GA00001,Killester Train Station,822,GPBS,ITM,719502.0,737362.0,-6.204117492000001,53.37291573,822G003881,Dublin City
1654,822GA00002,Killester Train Station,822,GPBS,ITM,719490.0,737358.0,-6.2042992429999995,53.37288251,822G003881,Dublin City
1655,822GA00003,Killester Train Station,822,GPBS,ITM,719436.0,737352.0,-6.205112587,53.37284081,822G003881,Dublin City
1656,822GA00004,Killester Train Station,822,GPBS,ITM,719447.0,737338.0,-6.204952657000001,53.37271257,822G003881,Dublin City
1769,822GIR0013,Ashtown Train Station,822,GRLS,ITM,710965.0,737420.0,-6.33232975,53.37529748,,Dublin City
1770,822GA00463,Ashtown Train Station,822,GPBS,ITM,710939.0,737421.0,-6.332719967,53.37531192,822GIR0013,Dublin City
1771,822GA00049,Ashtown Train Station,822,GPBS,ITM,710937.0,737436.0,-6.3327447470000005,53.37544709,822GIR0013,Dublin City
1772,822GA00050,Ashtown Train Station,822,GPBS,ITM,710950.0,737420.0,-6.3325550779999995,53.37530063,822GIR0013,Dublin City
1773,822GA00051,Ashtown Train Station,822,GPBS,ITM,710945.0,737426.0,-6.332628081,53.37535558,822GIR0013,Dublin City
1774,822GA00052,Ashtown Train Station,822,GPBS,ITM,710951.0,737437.0,-6.332534089,53.37545313,822GIR0013,Dublin City
1775,822GA00053,Ashtown Train Station,822,GPBS,ITM,710965.0,737420.0,-6.33232975,53.37529748,822GIR0013,Dublin City
1776,822GIR0025,Tara Street Train Station,822,GRLS,ITM,716212.0,734444.0,-6.254605947000001,53.34743752,,Dublin City
1777,822GA00063,Tara Street Train Station,822,GPBS,ITM,716205.0,734425.0,-6.2547179989999995,53.34726839,822GIR0025,Dublin City
1778,822GA00064,Tara Street Train Station,822,GPBS,ITM,716208.0,734408.0,-6.254679203999999,53.34711502,822GIR0025,Dublin City
1779,822GA00065,Tara Street Train Station,822,GPBS,ITM,716232.0,734404.0,-6.254320401,53.34707382,822GIR0025,Dublin City
1780,822GA00066,Tara Street Train Station,822,GPBS,ITM,716238.0,734409.0,-6.254228498,53.34711742,822GIR0025,Dublin City
1781,822GA00067,Tara Street Train Station,822,GPBS,ITM,716228.0,734413.0,-6.254377142999999,53.34715554,822GIR0025,Dublin City
1782,822GIR0026,Broombridge Train Station,822,GRLS,ITM,713164.0,737183.0,-6.299382068,53.37270239,,Dublin City
1783,822GA00226,Broombridge Train Station,822,GPBS,ITM,713163.0,737191.0,-6.299394225,53.37277447,822GIR0026,Dublin City
1784,822GA00227,Broombridge Train Station,822,GPBS,ITM,713129.0,737204.0,-6.299900277000001,53.37289852,822GIR0026,Dublin City
1785,822GA00228,Broombridge Train Station,822,GPBS,ITM,713149.0,737182.0,-6.299607735,53.37269662,822GIR0026,Dublin City
1786,822GA00229,Broombridge Train Station,822,GPBS,ITM,713183.0,737177.0,-6.299098823,53.37264442,822GIR0026,Dublin City
1787,822GIR0027,Drumcondra Train Station,822,GRLS,ITM,715908.0,736182.0,-6.258532975,53.36311623,,Dublin City
1788,822GA00191,Drumcondra Train Station,822,GPBS,ITM,715922.0,736178.0,-6.258324204,53.36307723,822GIR0027,Dublin City
1789,822GA00193,Drumcondra Train Station,822,GPBS,ITM,715906.0,736185.0,-6.25856191,53.36314362,822GIR0027,Dublin City
1790,822GA00194,Drumcondra Train Station,822,GPBS,ITM,715884.0,736181.0,-6.258893747999999,53.36311251,822GIR0027,Dublin City
1791,822GA00195,Drumcondra Train Station,822,GPBS,ITM,715879.0,736172.0,-6.25897213,53.36303276,822GIR0027,Dublin City
1792,822GA00196,Drumcondra Train Station,822,GPBS,ITM,715891.0,736173.0,-6.25879156,53.36303911,822GIR0027,Dublin City
1793,822GIR0028,Sandymount Train Station,822,GRLS,ITM,718513.0,732334.0,-6.220854407000001,53.32797393,,Dublin City
1794,822GA00096,Sandymount Train Station,822,GPBS,ITM,718519.0,732322.0,-6.220768867,53.32786479999999,822GIR0028,Dublin City
1795,822GA00097,Sandymount Train Station,822,GPBS,ITM,718502.0,732312.0,-6.221027678,53.32777878,822GIR0028,Dublin City
1796,822GA00098,Sandymount Train Station,822,GPBS,ITM,718511.0,732332.0,-6.220885163999999,53.32795641,822GIR0028,Dublin City
1797,822GA00099,Sandymount Train Station,822,GPBS,ITM,718488.0,732333.0,-6.221229889,53.32797054,822GIR0028,Dublin City
1798,822GA00100,Sandymount Train Station,822,GPBS,ITM,718502.0,732332.0,-6.221020202,53.32795843,822GIR0028,Dublin City
1799,822GA00441,Sandymount Train Station,822,GPBS,ITM,718512.0,732332.0,-6.2208701589999995,53.32795619,822GIR0028,Dublin City
1800,822GIR0032,Clontarf Road Train Station,822,GRLS,ITM,718024.0,736224.0,-6.226741877,53.36302555,822G002235,Dublin City
1801,822GA00005,Clontarf Road Train Station,822,GPBS,ITM,718008.0,736224.0,-6.226982143,53.36302912,822GIR0032,Dublin City
1802,822GA00006,Clontarf Road Train Station,822,GPBS,ITM,718001.0,736234.0,-6.22708353,53.363120499999994,822GIR0032,Dublin City
1803,822GA00007,Clontarf Road Train Station,822,GPBS,ITM,717984.0,736219.0,-6.2273444079999996,53.36298956,822GIR0032,Dublin City
1804,822GA00008,Clontarf Road Train Station,822,GPBS,ITM,717991.0,736215.0,-6.227240782999999,53.36295207,822GIR0032,Dublin City
1805,822GIR0034,Sydney Parade Train Station,822,GRLS,ITM,719148.0,731541.0,-6.211624669,53.32070826,,Dublin City
1806,822GA00073,Sydney Parade Train Station,822,GPBS,ITM,719135.0,731560.0,-6.211812554,53.32088185,822GIR0034,Dublin City
1807,822GA00076,Sydney Parade Train Station,822,GPBS,ITM,719147.0,731574.0,-6.211627274,53.32100491,822GIR0034,Dublin City
1808,822GA00077,Sydney Parade Train Station,822,GPBS,ITM,719148.0,731542.0,-6.211624294,53.32071724,822GIR0034,Dublin City
1809,822GA00078,Sydney Parade Train Station,822,GPBS,ITM,719161.0,731540.0,-6.211430022999999,53.32069635,822GIR0034,Dublin City
1810,822GA00079,Sydney Parade Train Station,822,GPBS,ITM,719156.0,731539.0,-6.211505407000001,53.32068849,822GIR0034,Dublin City
1811,822GA00080,Sydney Parade Train Station,822,GPBS,ITM,719162.0,731546.0,-6.211412767000001,53.32075002,822GIR0034,Dublin City
1812,822GIR0035,Raheny Train Station,822,GRLS,ITM,721352.0,738358.0,-6.1759485629999995,53.38144074,,Dublin City
1813,822GA00013,Raheny Train Station,822,GPBS,ITM,721360.0,738368.0,-6.175824541,53.38152873,822GIR0035,Dublin City
1814,822GA00014,Raheny Train Station,822,GPBS,ITM,721344.0,738357.0,-6.176069128,53.38143359,822GIR0035,Dublin City
1815,822GA00015,Raheny Train Station,822,GPBS,ITM,721326.0,738364.0,-6.17633685,53.3815006,822GIR0035,Dublin City
1816,822GA00016,Raheny Train Station,822,GPBS,ITM,721324.0,738381.0,-6.176360369,53.38165376,822GIR0035,Dublin City
1817,822GIR0129,Park West and Cherry Orchard Train Station,822,GRLS,ITM,707988.0,732757.0,-6.378641409,53.33402481,,Dublin City
1818,822GA00135,Park West and Cherry Orchard Train Station,822,GPBS,ITM,707997.0,732757.0,-6.37850634,53.33402298,822GIR0129,Dublin City
1819,822GA00136,Park West and Cherry Orchard Train Station,822,GPBS,ITM,707986.0,732757.0,-6.378671425,53.33402522,822GIR0129,Dublin City
1820,822GA00137,Park West and Cherry Orchard Train Station,822,GPBS,ITM,707950.0,732739.0,-6.379217832,53.33387086,822GIR0129,Dublin City
1821,822GA00138,Park West and Cherry Orchard Train Station,822,GPBS,ITM,707954.0,732748.0,-6.379154735,53.33395089,822GIR0129,Dublin City
1822,822GA00139,Park West and Cherry Orchard Train Station,822,GPBS,ITM,707954.0,732757.0,-6.37915167,53.33403174,822GIR0129,Dublin City
1823,822GA00140,Park West and Cherry Orchard Train Station,822,GPBS,ITM,707950.0,732765.0,-6.379208975,53.33410443,822GIR0129,Dublin City
1824,822GIR0131,Harmonstown Train Station,822,GRLS,ITM,720333.0,738027.0,-6.191382852,53.37870054,,Dublin City
1825,822GA00009,Harmonstown Train Station,822,GPBS,ITM,720302.0,738008.0,-6.191855762,53.37853693,822GIR0131,Dublin City
1826,822GA00010,Harmonstown Train Station,822,GPBS,ITM,720292.0,738007.0,-6.192006361000001,53.37853023,822GIR0131,Dublin City
1827,822GA00011,Harmonstown Train Station,822,GPBS,ITM,720271.0,738004.0,-6.192322961,53.37850806,822GIR0131,Dublin City
1828,822GA00012,Harmonstown Train Station,822,GPBS,ITM,720280.0,737995.0,-6.192191189,53.37842517,822GIR0131,Dublin City
1829,822GIR0132,Heuston Train Station,822,GRLS,ITM,713662.0,734274.0,-6.292946702999999,53.34646427,,Dublin City
1830,822GA00252,Heuston Train Station,822,GPBS,ITM,713720.0,734286.0,-6.292071733999999,53.34655961,822GIR0132,Dublin City
1831,822GA00253,Heuston Train Station,822,GPBS,ITM,713657.0,734309.0,-6.293009197999999,53.34677975,822GIR0132,Dublin City
1832,822GA00254,Heuston Train Station,822,GPBS,ITM,713634.0,734233.0,-6.2933817329999995,53.34610198,822GIR0132,Dublin City
1833,822GA00255,Heuston Train Station,822,GPBS,ITM,713664.0,734274.0,-6.29291668,53.34646384,822GIR0132,Dublin City
1834,822GA00256,Heuston Train Station,822,GPBS,ITM,713396.0,734228.0,-6.296956206,53.34610812,822GIR0132,Dublin City
1835,822GA00257,Heuston Train Station,822,GPBS,ITM,713454.0,734229.0,-6.296085194,53.34610467,822GIR0132,Dublin City
1836,822GA00258,Heuston Train Station,822,GPBS,ITM,713464.0,734248.0,-6.2959282739999995,53.346273200000006,822GIR0132,Dublin City
1837,822GA00259,Heuston Train Station,822,GPBS,ITM,713463.0,734254.0,-6.295941136000001,53.34632731,822GIR0132,Dublin City
1838,822GA00260,Heuston Train Station,822,GPBS,ITM,713461.0,734266.0,-6.295966859,53.34643554,822GIR0132,Dublin City
1839,822GA00261,Heuston Train Station,822,GPBS,ITM,713460.0,734269.0,-6.295980796,53.3464627,822GIR0132,Dublin City
1840,822GA00262,Heuston Train Station,822,GPBS,ITM,713457.0,734276.0,-6.296023322000001,53.34652623,822GIR0132,Dublin City
1841,822GA00263,Heuston Train Station,822,GPBS,ITM,713457.0,734280.0,-6.2960218889999995,53.34656216,822GIR0132,Dublin City
1842,822GA00305,Heuston Train Station,822,GPBS,ITM,713491.0,734285.0,-6.295509707999999,53.34659978,822GIR0132,Dublin City
1843,822GIR0133,Lansdowne Road Train Station,822,GRLS,ITM,717947.0,732970.0,-6.229110225,53.33381326,,Dublin City
1844,822GA00236,Lansdowne Road Train Station,822,GPBS,ITM,717936.0,732992.0,-6.229267107999999,53.33401333,822GIR0133,Dublin City
1845,822GA00237,Lansdowne Road Train Station,822,GPBS,ITM,717962.0,732999.0,-6.2288743339999995,53.33407042,822GIR0133,Dublin City
1846,822GA00238,Lansdowne Road Train Station,822,GPBS,ITM,717982.0,732999.0,-6.228574204,53.33406596,822GIR0133,Dublin City
1847,822GA00239,Lansdowne Road Train Station,822,GPBS,ITM,717946.0,732970.0,-6.229125231,53.33381349,822GIR0133,Dublin City
1848,822GA00240,Lansdowne Road Train Station,822,GPBS,ITM,717970.0,732963.0,-6.228767682999999,53.33374526,822GIR0133,Dublin City
1849,822GA00241,Lansdowne Road Train Station,822,GPBS,ITM,717978.0,732969.0,-6.228645397999999,53.33379737,822GIR0133,Dublin City
1850,822GIR0134,Pearse Train Station,822,GRLS,ITM,716572.0,733994.0,-6.249367485,53.34331611,,Dublin City
1851,822GA00201,Pearse Train Station,822,GPBS,ITM,716546.0,734003.0,-6.2497544320000005,53.34340269,822GIR0134,Dublin City
1852,822GA00202,Pearse Train Station,822,GPBS,ITM,716571.0,733994.0,-6.249382495,53.34331633,822GIR0134,Dublin City
1853,822GA00203,Pearse Train Station,822,GPBS,ITM,716589.0,734006.0,-6.2491079,53.34342016,822GIR0134,Dublin City
1854,822GA00204,Pearse Train Station,822,GPBS,ITM,716583.0,734013.0,-6.249195382999999,53.34348436,822GIR0134,Dublin City
1855,822GA00205,Pearse Train Station,822,GPBS,ITM,716581.0,734026.0,-6.249220618,53.34360158,822GIR0134,Dublin City
1856,822GIR0135,Grand Canal Dock Train Station,822,GRLS,ITM,717335.0,733619.0,-6.238053871,53.33977901,,Dublin City
1857,822GA00247,Grand Canal Dock Train Station,822,GPBS,ITM,717422.0,733582.0,-6.236761838,53.33942736,822GIR0135,Dublin City
1858,822GA00248,Grand Canal Dock Train Station,822,GPBS,ITM,717386.0,733591.0,-6.237298807999999,53.33951619,822GIR0135,Dublin City
1859,822GA00249,Grand Canal Dock Train Station,822,GPBS,ITM,717342.0,733598.0,-6.2379565889999995,53.33958882,822GIR0135,Dublin City
1860,822GA00250,Grand Canal Dock Train Station,822,GPBS,ITM,717351.0,733606.0,-6.237818549,53.33965869,822GIR0135,Dublin City
1861,822GA00251,Grand Canal Dock Train Station,822,GPBS,ITM,717357.0,733609.0,-6.237727386,53.33968431,822GIR0135,Dublin City
1862,822GA00306,Grand Canal Dock Train Station,822,GPBS,ITM,717394.0,733579.0,-6.237183186,53.33940662,822GIR0135,Dublin City
1863,822GA00328,Grand Canal Dock Train Station,822,GPBS,ITM,717344.0,733611.0,-6.2379217570000005,53.33970515,822GIR0135,Dublin City
1864,822GIR0137,Docklands Train Station,822,GRLS,ITM,717219.0,734837.0,-6.239344067999999,53.35074562,,Dublin City
1865,822GA00182,Docklands Train Station,822,GPBS,ITM,717212.0,734821.0,-6.239455078,53.35060345,822GIR0137,Dublin City
1866,822GA00183,Docklands Train Station,822,GPBS,ITM,717218.0,734835.0,-6.23935982,53.35072787,822GIR0137,Dublin City
1867,822GA00184,Docklands Train Station,822,GPBS,ITM,717213.0,734847.0,-6.23943044,53.35083677,822GIR0137,Dublin City
1868,822GA00185,Docklands Train Station,822,GPBS,ITM,717224.0,734849.0,-6.239264562000001,53.35085229999999,822GIR0137,Dublin City
1869,822GA00307,Docklands Train Station,822,GPBS,ITM,717203.0,734799.0,-6.239598334,53.35040782,822GIR0137,Dublin City
1870,822GIR0139,Clongriffin Train Station,822,GRLS,ITM,723068.0,740747.0,-6.149238969,53.40250237,,Dublin City
1871,822GA00147,Clongriffin Train Station,822,GPBS,ITM,723084.0,740745.0,-6.14899927,53.40248068,822GIR0139,Fingal
1872,822GA00148,Clongriffin Train Station,822,GPBS,,,,,,822GIR0139,Cavan County
1873,822GA00149,Clongriffin Train Station,822,GPBS,ITM,723085.0,740803.0,-6.148961622000001,53.40300141,822GIR0139,Fingal
1874,822GA00150,Clongriffin Train Station,822,GPBS,ITM,723093.0,740800.0,-6.148842551,53.402972600000005,822GIR0139,Fingal
1875,822GA00151,Clongriffin Train Station,822,GPBS,ITM,723078.0,740802.0,-6.149067222999999,53.40299406,822GIR0139,Dublin City
1876,822GIR0141,Kilbarrack Train Station,822,GRLS,ITM,722338.0,739037.0,-6.160873362999999,53.38731238,,Dublin City
1877,822GA00017,Kilbarrack Train Station,822,GPBS,ITM,722340.0,739047.0,-6.160839441,53.38740174,822GIR0141,Dublin City
1878,822GA00018,Kilbarrack Train Station,822,GPBS,ITM,722328.0,739059.0,-6.161015091,53.387512300000004,822GIR0141,Dublin City
1879,822GA00019,Kilbarrack Train Station,822,GPBS,ITM,722304.0,739056.0,-6.1613768460000005,53.38749091,822GIR0141,Dublin City
1880,822GA00020,Kilbarrack Train Station,822,GPBS,ITM,722318.0,739047.0,-6.161169984,53.38740683,822GIR0141,Dublin City
1881,822GA00029,Kilbarrack Train Station,822,GPBS,ITM,722332.0,739096.0,-6.160940664,53.38784372,822GIR0141,Dublin City
1979,823G000379,Taxi Rank at Train Station,823,GPBS,ITM,706150.0,732587.0,-6.406282732,53.33286932,,South Dublin
2094,823G001311,Outside Train Station,823,GPBS,ITM,702031.0,732866.0,-6.468010121,53.33618558,823GIR0128,South Dublin
2616,823GIR0036,Clondalkin Fonthill Train Station,823,GRLS,ITM,706150.0,732650.0,-6.4062616320000005,53.33343528,,South Dublin
2617,823GA00142,Clondalkin Fonthill Train Station,823,GPBS,ITM,706123.0,732627.0,-6.40667454,53.33323407,823GIR0036,South Dublin
2618,823GA00410,Clondalkin Fonthill Train Station,823,GPBS,ITM,706189.0,732636.0,-6.405681024,53.33330169,823GIR0036,South Dublin
2619,823GA00143,Clondalkin Fonthill Train Station,823,GPBS,ITM,706184.0,732650.0,-6.405751372,53.33342846,823GIR0036,South Dublin
2620,823GA00144,Clondalkin Fonthill Train Station,823,GPBS,ITM,706184.0,732658.0,-6.405748691,53.33350033,823GIR0036,South Dublin
2621,823GA00145,Clondalkin Fonthill Train Station,823,GPBS,ITM,706184.0,732635.0,-6.405756397,53.33329371,823GIR0036,South Dublin
2622,823GA00146,Clondalkin Fonthill Train Station,823,GPBS,ITM,706147.0,732651.0,-6.40630632,53.33344487,823GIR0036,South Dublin
2623,823GIR0128,Adamstown Train Station,823,GRLS,ITM,701940.0,732854.0,-6.469379807,53.3360953,,South Dublin
2624,823GA00041,Adamstown Train Station,823,GPBS,ITM,701950.0,732880.0,-6.469221351,53.33632695,823GIR0128,South Dublin
2625,823GA00042,Adamstown Train Station,823,GPBS,ITM,701938.0,732858.0,-6.469408538,53.33613162,823GIR0128,South Dublin
2626,823GA00043,Adamstown Train Station,823,GPBS,ITM,701971.0,732829.0,-6.468922572,53.33586474,823GIR0128,South Dublin
2627,823GA00044,Adamstown Train Station,823,GPBS,ITM,701937.0,732852.0,-6.469425477000001,53.33607791,823GIR0128,South Dublin
2628,823GA00045,Adamstown Train Station,823,GPBS,ITM,701979.0,732844.0,-6.468797672999999,53.33599795,823GIR0128,South Dublin
2629,823GA00046,Adamstown Train Station,823,GPBS,ITM,702057.0,732848.0,-6.467625683,53.33601886,823GIR0128,South Dublin
2630,823GA00047,Adamstown Train Station,823,GPBS,ITM,701965.0,732855.0,-6.469004259,53.33609947,823GIR0128,South Dublin
2631,823GA00048,Adamstown Train Station,823,GPBS,ITM,701972.0,732870.0,-6.468894369,53.33623288,823GIR0128,South Dublin
2636,824G000030,Hansfield Train Station,824,GRLS,ITM,703667.0,738544.0,-6.441595136,53.38687651,,Fingal
2637,824GA00176,Hansfield Train Station,824,GPBS,ITM,703668.0,738545.0,-6.441579781000001,53.3868853,824G000030,Fingal
2638,824GA00164,Hansfield Train Station,824,GPBS,ITM,703686.0,738554.0,-6.441306347,53.38696262,824G000030,Fingal
2639,824GA00165,Hansfield Train Station,824,GPBS,ITM,703662.0,738541.0,-6.441671254,53.38685055,824G000030,Fingal
2669,824G000409,Rush And Lusk Train Station,824,GPBS,ITM,723076.0,753880.0,-6.143979546000001,53.52046172,,Fingal
2678,824G000447,Outside Train Station,824,GPBS,ITM,722596.0,739375.0,-6.156865829,53.39028857,824G003874,Fingal
2739,824G000588,Outside Train Station,824,GPBS,ITM,704971.0,738203.0,-6.422113767000001,53.38355573,824GIR0041,Fingal
2769,824G000618,Outside Train Station,824,GPBS,ITM,710067.0,737592.0,-6.345759527999999,53.37703031,824GIR0015,Fingal
2965,824G001000,Outside Train Station,824,GPBS,ITM,704768.0,738224.0,-6.425156961,53.38378466,824G000987,Fingal
3047,824G001174,Bus Stop at Train Station,824,GPBS,ITM,720244.0,763960.0,-6.1827850579999994,53.61165625,824GIR0018,Fingal
3051,824G001179,Outside Train Station,824,GPBS,ITM,722977.0,753993.0,-6.145427292999999,53.52149985,824GIR0130,Fingal
3098,824G001226,Outside Train Station,824,GPBS,ITM,722699.0,749964.0,-6.15119306,53.48537629,824GIR0016,Fingal
3208,824G001498,Bus Stop at Train Station,824,GPBS,ITM,725295.0,739603.0,-6.11622184,53.39170336,824GIR0024,Fingal
3231,824G001522,Outside Train Station,824,GPBS,ITM,728128.0,739350.0,-6.073757147,53.38875156,,Fingal
3406,824G003874,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722698.0,739518.0,-6.155277658999999,53.39154935,824G003877,Fingal
3407,824GA00021,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722653.0,739521.0,-6.1559526689999995,53.39158675,824G003874,Dublin City
3408,824GA00022,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722719.0,739489.0,-6.154973378999999,53.39128399,824G003874,Fingal
3409,824GA00023,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722666.0,739521.0,-6.15575733,53.39158373,824G003874,Dublin City
3410,824GA00024,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722703.0,739497.0,-6.155210687,53.39135956,824G003874,Fingal
3411,824GA00025,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722716.0,739510.0,-6.155010298,53.39147331,824G003874,Fingal
3412,824GA00026,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722708.0,739516.0,-6.155128175,53.39152906,824G003874,Fingal
3413,824GA00027,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722701.0,739544.0,-6.15522248,53.39178219,824G003874,Fingal
3414,824GA00028,Howth Junction and Donaghmede Train Station,824,GPBS,ITM,722690.0,739547.0,-6.155386602999999,53.39181169,824G003874,Fingal
3415,824GA00303,Howth Junction and Donaghmede Train Station,824,GPBS,,,,,,824G003874,Cavan County
3420,824GIR0015,Navan Road Parkway Train Station,824,GRLS,ITM,710076.0,737653.0,-6.345603082999999,53.377576399999995,,Fingal
3421,824GA00206,Navan Road Parkway Train Station,824,GPBS,ITM,710076.0,737640.0,-6.34560761,53.37745962,824GIR0015,Fingal
3422,824GA00207,Navan Road Parkway Train Station,824,GPBS,ITM,710075.0,737654.0,-6.3456177579999995,53.3775856,824GIR0015,Fingal
3423,824GA00208,Navan Road Parkway Train Station,824,GPBS,ITM,710067.0,737671.0,-6.34573202,53.37773998,824GIR0015,Fingal
3424,824GA00209,Navan Road Parkway Train Station,824,GPBS,ITM,710062.0,737664.0,-6.345809571,53.37767813,824GIR0015,Fingal
3425,824GIR0016,Donabate Train Station,824,GRLS,ITM,722688.0,750004.0,-6.151343086000001,53.48573814,,Fingal
3426,824GA00230,Donabate Train Station,824,GPBS,ITM,722694.0,750004.0,-6.15125273,53.48573674,824GIR0016,Fingal
3427,824GA00231,Donabate Train Station,824,GPBS,ITM,722665.0,750018.0,-6.151683983,53.48586925,824GIR0016,Fingal
