,StopAreaCode,Name_lang_en,AdministrativeAreaRef,StopAreaType,GridType,Easting,Northing,Longitude,Latitude,ParentStopAreaRef,county
9108,849G000068,Outside Train Station,849,GPBS,ITM,515227.0,789486.0,-9.288323456,53.84792204,,Mayo County
9425,849GIR0076,Ballina Train Station,849,GRLS,ITM,524091.0,818397.0,-9.160845578,54.10903292,,Mayo County
9426,849GA00006,Ballina Train Station,849,GPBS,ITM,524101.0,818400.0,-9.160693439,54.10906135,849GIR0076,Mayo County
9427,849GA00005,Ballina Train Station,849,GPBS,ITM,524091.0,818397.0,-9.160845578,54.10903292,849GIR0076,Mayo County
9428,849GA00007,Ballina Train Station,849,GPBS,ITM,524086.0,818415.0,-9.160926541,54.1091939,849GIR0076,Mayo County
9429,849GA00025,Ballina Train Station,849,GPBS,ITM,524080.0,818370.0,-9.16100698,54.10878874,849GIR0076,Mayo County
9430,849GIR0077,Manulla Junction Train Station,849,GRLS,ITM,521504.0,787135.0,-9.192353241000001,53.82778624,,Mayo County
9431,849GA00021,Manulla Junction Train Station,849,GPBS,ITM,521503.0,787135.0,-9.192368427,53.82778609,849GIR0077,Mayo County
9432,849GA00022,Manulla Junction Train Station,849,GPBS,ITM,521503.0,787139.0,-9.192369447999999,53.82782203,849GIR0077,Mayo County
9433,849GA00023,Manulla Junction Train Station,849,GPBS,ITM,521503.0,787132.0,-9.192367662,53.82775914,849GIR0077,Mayo County
9434,849GIR0078,Westport Train Station,849,GRLS,ITM,500516.0,784012.0,-9.510042635,53.79614063,,Mayo County
9435,849GA00001,Westport Train Station,849,GPBS,ITM,500511.0,784020.0,-9.510121082000001,53.79621154,849GIR0078,Mayo County
9436,849GA00002,Westport Train Station,849,GPBS,ITM,500515.0,784012.0,-9.510057808,53.79614044,849GIR0078,Mayo County
9437,849GA00003,Westport Train Station,849,GPBS,ITM,500521.0,784002.0,-9.509963543,53.79605175,849GIR0078,Mayo County
9438,849GA00004,Westport Train Station,849,GPBS,ITM,500513.0,783996.0,-9.51008299,53.79599632,849GIR0078,Mayo County
9439,849GIR0079,Ballyhaunis Train Station,849,GRLS,ITM,549968.0,779383.0,-8.758780889,53.76164889,,Mayo County
9440,849GA00008,Ballyhaunis Train Station,849,GPBS,ITM,549966.0,779387.0,-8.758811866,53.76168464,849GIR0079,Mayo County
9441,849GA00009,Ballyhaunis Train Station,849,GPBS,ITM,549968.0,779383.0,-8.758780889,53.76164889,849GIR0079,Mayo County
9442,849GA00010,Ballyhaunis Train Station,849,GPBS,ITM,549968.0,779380.0,-8.758780403,53.76162193,849GIR0079,Mayo County
9443,849GA00011,Ballyhaunis Train Station,849,GPBS,ITM,549970.0,779367.0,-8.758747969,53.76150531,849GIR0079,Mayo County
9444,849GA00026,Ballyhaunis Train Station,849,GPBS,ITM,549968.0,779376.0,-8.758779755,53.76158599,849GIR0079,Mayo County
9445,849GA00027,Ballyhaunis Train Station,849,GPBS,ITM,549969.0,779360.0,-8.758761998999999,53.76144232,849GIR0079,Mayo County
9446,849GIR0080,Foxford Train Station,849,GRLS,ITM,525463.0,804334.0,-9.136416142,53.982890100000006,,Mayo County
9447,849GA00024,Foxford Train Station,849,GPBS,ITM,525463.0,804335.0,-9.136416387,53.98289908,849GIR0080,Mayo County
9448,849GA00037,Foxford Train Station,849,GPBS,ITM,525458.0,804330.0,-9.136491379,53.98285344,849GIR0080,Mayo County
9449,849GIR0081,Castlebar Train Station,849,GRLS,ITM,515227.0,789433.0,-9.288308834,53.847445900000004,,Mayo County
9450,849GA00012,Castlebar Train Station,849,GPBS,ITM,515235.0,789441.0,-9.288189498,53.84751907,849GIR0081,Mayo County
9451,849GA00013,Castlebar Train Station,849,GPBS,ITM,515227.0,789437.0,-9.288309938,53.84748183,849GIR0081,Mayo County
9452,849GA00014,Castlebar Train Station,849,GPBS,ITM,515224.0,789427.0,-9.288352758,53.8473915,849GIR0081,Mayo County
9453,849GIR0082,Claremorris Train Station,849,GRLS,ITM,533850.0,775023.0,-9.002256246,53.72067829,,Mayo County
9454,849GA00015,Claremorris Train Station,849,GPBS,ITM,533856.0,775017.0,-9.002164072000001,53.72062514,849GIR0082,Mayo County
9455,849GA00016,Claremorris Train Station,849,GPBS,ITM,533851.0,775027.0,-9.002241952,53.72071435,849GIR0082,Mayo County
9456,849GA00017,Claremorris Train Station,849,GPBS,ITM,533842.0,775011.0,-9.002374872,53.72056945,849GIR0082,Mayo County
9457,849GA00018,Claremorris Train Station,849,GPBS,ITM,533820.0,775008.0,-9.002707502,53.72053971,849GIR0082,Mayo County
9458,849GA00019,Claremorris Train Station,849,GPBS,ITM,533833.0,775005.0,-9.002509928,53.7205144,849GIR0082,Mayo County
9459,849GA00020,Claremorris Train Station,849,GPBS,ITM,533831.0,775022.0,-9.002543858,53.72066689,849GIR0082,Mayo County
9525,850GIR0089,Roscommon Train Station,850,GRLS,ITM,587016.0,763855.0,-8.196272927,53.62434843,,Roscommon County
9526,850GA00006,Roscommon Train Station,850,GPBS,ITM,587022.0,763855.0,-8.196182228,53.62434858,850GIR0089,Roscommon County
9527,850GA00007,Roscommon Train Station,850,GPBS,ITM,587013.0,763876.0,-8.196319152000001,53.62453707,850GIR0089,Roscommon County
9528,850GA00008,Roscommon Train Station,850,GPBS,ITM,586996.0,763843.0,-8.196574754,53.62424010000001,850GIR0089,Roscommon County
9529,850GA00009,Roscommon Train Station,850,GPBS,ITM,587018.0,763855.0,-8.196242694,53.62434848,850GIR0089,Roscommon County
9530,850GA00010,Roscommon Train Station,850,GPBS,ITM,587014.0,763859.0,-8.196303326,53.62438433,850GIR0089,Roscommon County
9531,850GA00011,Roscommon Train Station,850,GPBS,ITM,587004.0,763857.0,-8.196454407000001,53.62436611,850GIR0089,Roscommon County
9532,850GA00018,Roscommon Train Station,850,GPBS,ITM,587006.0,763835.0,-8.196423256000001,53.62416846,850GIR0089,Roscommon County
9533,850GIR0090,Boyle Train Station,850,GRLS,ITM,580013.0,802070.0,-8.304610775,53.96753267,,Roscommon County
9534,850GA00001,Boyle Train Station,850,GPBS,ITM,580018.0,802077.0,-8.304535032,53.96759576,850GIR0090,Roscommon County
9535,850GA00002,Boyle Train Station,850,GPBS,ITM,580013.0,802069.0,-8.304610709,53.96752368,850GIR0090,Roscommon County
9536,850GA00003,Boyle Train Station,850,GPBS,ITM,580016.0,802066.0,-8.304564792,53.96749684,850GIR0090,Roscommon County
9537,850GA00004,Boyle Train Station,850,GPBS,ITM,580002.0,802054.0,-8.304777368,53.96738847,850GIR0090,Roscommon County
9538,850GA00005,Boyle Train Station,850,GPBS,ITM,579999.0,802065.0,-8.30482381,53.9674872,850GIR0090,Roscommon County
9539,850GA00019,Boyle Train Station,850,GPBS,ITM,580009.0,802075.0,-8.304672063,53.96757744,850GIR0090,Roscommon County
9540,850GIR0091,Castlerea Train Station,850,GRLS,ITM,567973.0,779212.0,-8.485714757,53.76152957,,Roscommon County
9541,850GA00012,Castlerea Train Station,850,GPBS,ITM,567975.0,779217.0,-8.485684945,53.76157462,850GIR0091,Roscommon County
9542,850GA00013,Castlerea Train Station,850,GPBS,ITM,567973.0,779212.0,-8.485714757,53.76152957,850GIR0091,Roscommon County
9543,850GA00014,Castlerea Train Station,850,GPBS,ITM,567947.0,779202.0,-8.486108015,53.76143811,850GIR0091,Roscommon County
9544,850GA00015,Castlerea Train Station,850,GPBS,ITM,567969.0,779208.0,-8.485775002999999,53.76149338,850GIR0091,Roscommon County
9545,850GA00016,Castlerea Train Station,850,GPBS,ITM,567964.0,779203.0,-8.485850311,53.76144814,850GIR0091,Roscommon County
9546,850GA00017,Castlerea Train Station,850,GPBS,ITM,567977.0,779196.0,-8.485652437999999,53.76138604,850GIR0091,Roscommon County
9693,851GIR0092,Sligo Train Station,851,GRLS,ITM,568610.0,836020.0,-8.481918164,54.2720223,,Sligo County
9694,851GA00001,Sligo Train Station,851,GPBS,ITM,568577.0,836038.0,-8.482426669,54.27218201,851GIR0092,Sligo County
9695,851GA00002,Sligo Train Station,851,GPBS,ITM,568576.0,836044.0,-8.482442651,54.27223586,851GIR0092,Sligo County
9696,851GA00003,Sligo Train Station,851,GPBS,ITM,568606.0,836015.0,-8.481979048,54.27197713,851GIR0092,Sligo County
9697,851GA00004,Sligo Train Station,851,GPBS,ITM,568610.0,836020.0,-8.481918164,54.2720223,851GIR0092,Sligo County
9698,851GIR0093,Ballymote Train Station,851,GRLS,ITM,565928.0,815580.0,-8.52077926,54.08819127,,Sligo County
9699,851GA00005,Ballymote Train Station,851,GPBS,ITM,565928.0,815593.0,-8.520780723,54.08830808,851GIR0093,Sligo County
9700,851GA00006,Ballymote Train Station,851,GPBS,ITM,565928.0,815580.0,-8.52077926,54.08819127,851GIR0093,Sligo County
9701,851GA00007,Ballymote Train Station,851,GPBS,ITM,565923.0,815579.0,-8.520855568,54.08818196,851GIR0093,Sligo County
9702,851GIR0094,Collooney Train Station,851,GRLS,ITM,567699.0,826510.0,-8.494880644,54.18651578,,Sligo County
9703,851GA00008,Collooney Train Station,851,GPBS,ITM,567694.0,826499.0,-8.494956065,54.18641663,851GIR0094,Sligo County
9704,851GA00009,Collooney Train Station,851,GPBS,ITM,567700.0,826510.0,-8.494865322999999,54.18651584,851GIR0094,Sligo County
