Unnamed: 0,date_of_sale,address,postal_code,county,price,vat_exclusive,property_description,property_size,town,area_code
20053,27/11/2012,"18 Island View, Malahide, Co. Dublin",,Dublin,382000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20057,27/11/2012,"19 The Rise, Malahide",,Dublin,725000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20079,27/11/2012,"6 The Crescent, Robswall, Malahide",,Dublin,128000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20094,28/11/2012,"116 Castleheath, Malahide",,Dublin,305000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20109,28/11/2012,"28 Sonesta, Malahide",,Dublin,440000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20115,28/11/2012,"4 Old Street, Malahide",,Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20122,28/11/2012,"7 Seabury Road, Malahide, County Dublin",,Dublin,312000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20218,30/11/2012,"12 Seamont Abbey, Malahide",,Dublin,490000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20275,30/11/2012,"60  Malahide Marina Village, Malahide",,Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20290,30/11/2012,"Heeleys View, The Mall, Malahide",,Dublin,4605000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20346,04/12/2012,"4 Bissets Strand, Malahide",,Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20385,05/12/2012,"38 Sonesta, Malahide",,Dublin,420000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20386,05/12/2012,"40 Lissadel Wood, Swords Road, Malahide",,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20412,06/12/2012,"12  The Court, Robswall, Malahide",,Dublin,148000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20420,06/12/2012,"2 Seabury Crescent, Malahide",,Dublin,273000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20426,06/12/2012,"283 Malahide Marina Village, Malahide",,Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20469,07/12/2012,"16 Seamount Abbey, Malahide",,Dublin,670375.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
20470,07/12/2012,"16 Templeview Copse, Clarehall, Malahide Road",,Dublin,175000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20500,07/12/2012,"4 The Priory, Kileen Terrace, Malahide",,Dublin,324500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
20648,12/12/2012,"29 The Walk, Robswall, Malahide",,Dublin,281938.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,Malahide,Co. Dublin
20679,12/12/2012,"Riverside, Swords Road, Malahide",,Dublin,488000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21012,18/12/2012,"222 Malahide Marina Village, Malahide, County Dublin",,Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21088,19/12/2012,"1 Gainsborough Park, Malahide, County Dublin",,Dublin,380000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21101,19/12/2012,"12 Brookville Park, Malahide Road, Artane",Dublin 5,Dublin,291000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21129,19/12/2012,"2  Biscayne, Malahide",,Dublin,515000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21187,19/12/2012,"5 Broomfield Mews, Malahide",,Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21263,20/12/2012,"104 St. Werburghs, Malahide Road, M",,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21265,20/12/2012,"108 St. Werburghs, Malahide Road, Malahide",,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21270,20/12/2012,"11 Seabury Meadows, Malahide, Co Dublin",,Dublin,315000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21305,20/12/2012,"18 Castle Downs Road, Seabury, Malahide",,Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21326,20/12/2012,"219 St. Werbughs, Malahide Road, Malahide",,Dublin,400000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21343,20/12/2012,"26 Gainsborough Lawn, Malahide",,Dublin,399000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21354,20/12/2012,"3 Mountfield Lawns, Malahide",,Dublin,343000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21617,21/12/2012,"76 Millview Lawns, Malahide",,Dublin,454000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21686,21/12/2012,"Lughnasa, 3 Texas Lane, Malahide",,Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21708,23/12/2012,"Apartment 54, The Casino, Malahide",,Dublin,270000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21713,24/12/2012,"18B Grove Lawn, Malahide, Co. Dublin",,Dublin,570000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21794,04/01/2013,"Apartment 17 The Lighthouse, Robswall, Malahide",,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21873,11/01/2013,"64 The Crescent, Robswall, Malahide",,Dublin,195000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21886,14/01/2013,"143 Gaybrook Lawns, Malahide",,Dublin,570000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
21938,15/01/2013,"371 Marina Village, Malahide",,Dublin,292500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22005,18/01/2013,"23 Bawn Cottages, Malahide",,Dublin,140000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22190,30/01/2013,"47 Seabury Crescent, Malahide",,Dublin,276000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22217,31/01/2013,"4 Warren Manor, Malahide",,Dublin,632246.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
22220,31/01/2013,"7 Knockdara, Malahide",,Dublin,844000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22261,01/02/2013,"5 The Hill, Malahide",,Dublin,284000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22287,04/02/2013,"9 Knockdara, Seamount Road, Malahide",,Dublin,671000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22487,14/02/2013,"Apt 122 Malahide Marina, Malahide",,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22635,22/02/2013,"6 Windsor Mews, St Margaret'S Avenue, Malahide",,Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22824,07/03/2013,"118 Castleheath, Malahide",,Dublin,305000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22970,13/03/2013,"91 Burnell Square, Malahide Road, Dublin 17",,Dublin,120000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
22971,13/03/2013,"99 Torcail, Blackwood Lane, Malahide",,Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23114,22/03/2013,"109  Seapark, Malahide",,Dublin,514000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23130,22/03/2013,"272 Malahide Road, Artane",,Dublin,187000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23258,27/03/2013,"Apt 163 Burnell Square, Northern Cross, Malahide Road",Dublin 17,Dublin,68000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23265,28/03/2013,"11 Estuary Road, Seabury, Malahide",,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23284,28/03/2013,"22 Seabury Parade, Malahide",,Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23330,28/03/2013,"Willowview, The Grange, Malahide",,Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23349,03/04/2013,"15 Biscayne, Malahide",,Dublin,540000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23367,04/04/2013,"200 Burnell Square, Northern Corss, Malahide Road",,Dublin,87500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23374,04/04/2013,"48 Talbot Avenue, Malahide",,Dublin,342000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23387,05/04/2013,"12 Grove Lawn, Malahide",,Dublin,835000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23393,05/04/2013,"168 Malahide Marina Village, Malahide, Co. Dublin",,Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23428,05/04/2013,"94 Burnell Square, Northern Cross, Malahide Road",Dublin 17,Dublin,108000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23447,08/04/2013,"8 Killeen Court, Malahide",,Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23453,09/04/2013,"11  Galtrim Grange, Bloomfield, Malahide",,Dublin,254000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23479,10/04/2013,"25 Abbotts Hill, Malahide",,Dublin,2100000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23547,12/04/2013,"5 Abingtion, Malahide",,Dublin,1657166.6,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23666,18/04/2013,"2 The Grange, Malahide",,Dublin,1135000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23706,19/04/2013,"5 Talbot Park, Malahide",,Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23848,26/04/2013,"3 Seabury Avenue, Malahide",,Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23904,29/04/2013,"9 Grove Avenue, Malahide",,Dublin,798000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23952,30/04/2013,"7 The Courtyard, Robswall, Malahide",,Dublin,325991.18,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
23967,01/05/2013,"12 The Warrens, Swords Road, Malahide",,Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
23983,01/05/2013,"57 Gainsborough Green, Malahide, Co. Dublin",,Dublin,410000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24001,02/05/2013,"22 Seabury Walk, Malahide",,Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24087,08/05/2013,"17 Seamount Abbey, Malahide",,Dublin,750709.23,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
24234,15/05/2013,"21 Castlefield Manor, Malahide",,Dublin,517000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24237,15/05/2013,"32 Texas Lane, Malahide, County Dublin",,Dublin,425000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24306,17/05/2013,"2 Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,329417.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,Malahide,Co. Dublin
24329,17/05/2013,"5 Seabury Lawns, Malahide",,Dublin,333000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24347,17/05/2013,"Apartment 326, Malahide Marina, Malahide",,Dublin,285000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24402,22/05/2013,"33 Park View, Robswall, Malahide",,Dublin,202500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24440,24/05/2013,"1 Seabury Close, Malahide, Co Dublin",,Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24455,24/05/2013,"3 Oakleigh Court, Malahide, Co. Dublin",,Dublin,545000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24480,24/05/2013,"Mandeville, 5  The Rise, Malahide",,Dublin,1030000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24496,27/05/2013,"4 Seabury Vale, Malahide",,Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24625,31/05/2013,"264 Malahide Marina, Malahide, County Dublin",,Dublin,158000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24690,04/06/2013,"Helenville, Mornington Park, Malahide Road  Artane",Dublin 5,Dublin,180000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24704,05/06/2013,"48 The Crescent, Robswall, Malahide",,Dublin,535000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24706,05/06/2013,"6  Lissadel Grove, Malahide, Co. Dublin",,Dublin,323000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24783,07/06/2013,"6 Castleheath, Malahide",,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24803,07/06/2013,"Caislean, O'Hanlon'S Lane, Malahide",,Dublin,527500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24841,10/06/2013,"Apt 21 The Lighthouse, Robswall, Malahide",,Dublin,180000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
24915,13/06/2013,"24 Chalfont Place, Malahide, Co Dublin",,Dublin,472000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25071,19/06/2013,"5 Old Estuary Mill, Malahide, County Dublin",,Dublin,600000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25148,21/06/2013,"28 Texas Lane, Malahide",,Dublin,532500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25156,21/06/2013,"4 Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,286344.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,Malahide,Co. Dublin
25190,24/06/2013,"145 Gaybrook Lawns, Malahide",,Dublin,538000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25300,27/06/2013,"3  Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,311000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,Malahide,Co. Dublin
25305,27/06/2013,"4 Strand Street, Malahide, County Dublin",,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25314,27/06/2013,"6 Streamstown Wood, Malahide, County Dublin",,Dublin,123348.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
25459,02/07/2013,"Apartment 329 Malahide Marina, Malahide",,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25578,05/07/2013,"47 The Crescent, Robswall, Malahide",,Dublin,637500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25594,05/07/2013,"9 Galtrim Grange, Malahide",,Dublin,235000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25666,10/07/2013,"4  Windsor Mews, Malahide, County Dublin",,Dublin,380000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25717,12/07/2013,"1 Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,343612.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,Malahide,Co. Dublin
25757,12/07/2013,"54 Waterside Court, Swords Road, Malahide",,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25760,12/07/2013,"6 Gainsborough Downs, Malahide",,Dublin,436000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25833,16/07/2013,"Apartment 5, Clearwater, Malahide",,Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25987,19/07/2013,"85 Ard Na Mara, Malahide",,Dublin,600000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
25992,19/07/2013,"95 Castleheath, Malahide",,Dublin,242500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26013,22/07/2013,"26 The Heights, Robswall, Malahide",,Dublin,505000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26044,23/07/2013,"15 Seafield Ct, Malahide",,Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26167,26/07/2013,"31 Yellow Walls Road, Malahide",,Dublin,606000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26168,26/07/2013,"33  Castleheath, Malahide, Co.Dublin",,Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26219,29/07/2013,"29 The Water Rill, Waterside, Malahide",,Dublin,125000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26224,29/07/2013,"4 Marley, Grove Road, Malahide",,Dublin,860000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26298,31/07/2013,"27 Castle Lawns, Seabury, Malahide",,Dublin,312500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26453,02/08/2013,"Dilis, Sea Road, Malahide",,Dublin,605000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26564,08/08/2013,"6 Ashleigh Lawn, Malahide",Dublin 9,Dublin,570000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26582,09/08/2013,"11 Lower Artane Cottages, Malahide Road, Artane",Dublin 5,Dublin,125000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26620,09/08/2013,"4 St Margaret'S Avenue, Malahide",,Dublin,225000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26653,09/08/2013,"Rathlin, Dublin Road, Malahide",,Dublin,980000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26720,14/08/2013,"24 Castlefield Manor, Malahide, County Dublin",,Dublin,525000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26741,14/08/2013,"Rathlin, Dublin Road, Malahide",,Dublin,480000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26963,22/08/2013,"5 Castle Downs Grove, Seabury, Malahide",,Dublin,430000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
26981,23/08/2013,"10 Chamley Park, Swords Road, Malahide",,Dublin,705000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27095,27/08/2013,"8 Seamount Abbey, Malahide",,Dublin,763895.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
27116,28/08/2013,"4 The Moorings, Malahide, Co. Dublin",,Dublin,711500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27188,30/08/2013,"19 Estuary Road, Seabury, Malahide",,Dublin,323000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27385,04/09/2013,"8 Grove Avenue, Malahide",,Dublin,900000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27439,06/09/2013,"17 Seabury Wood, Malahide",,Dublin,360000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27740,13/09/2013,"Apartment 52 Castleheath, Malahide",,Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27821,17/09/2013,"Apt. 14  Malahide Marina, Malahide",,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
27975,20/09/2013,"9  Maypark, Malahide Road",Dublin 5,Dublin,225000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28220,27/09/2013,"The Lucky & The Gems, Strand Street, Malahide",,Dublin,420000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28242,30/09/2013,"4 Talbot Court, Malahide",,Dublin,560000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28250,30/09/2013,"8 The Hill, Back Yard, Malahide",,Dublin,380000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28310,02/10/2013,"1 The Priory, Malahide",,Dublin,308000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28328,02/10/2013,"20 Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,435000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
28522,08/10/2013,"41 Marina Village, Malahide",,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28536,08/10/2013,"Apt 390 Malahide Marina Village, Malahide",,Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28620,10/10/2013,"Fort Granite, Coast Road, Malahide",,Dublin,675000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28693,14/10/2013,"1 Seapark Hill, Malahide",,Dublin,740000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28807,16/10/2013,"42 Ayrfield Drive, Ayrfield, Malahide Road",,Dublin,228000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28858,17/10/2013,"Apartment 183 Burnell Square, Northern Cross, Malahide Road  Dublin 17",Dublin 17,Dublin,77750.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
28872,18/10/2013,"14 Seamount Abbey, Malahide, Co. Dublin",,Dublin,840000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
28985,22/10/2013,"37 Island View, Malahide, Co Dublin",,Dublin,387500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29095,25/10/2013,"13 Seamount Abbey, Malahide",,Dublin,536000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29180,29/10/2013,"25 Millview Lawns, Malahide",,Dublin,620000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29236,30/10/2013,"90 Malahide Marina Village, Malahide",,Dublin,186000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29271,31/10/2013,"34 Abington, Malahide",,Dublin,1655000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29324,01/11/2013,"17 The Cove, Malahide",,Dublin,352500.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29387,04/11/2013,"27 The Bawn, Malahide",,Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29450,06/11/2013,"107  Gaybrook Lawns, Malahide",,Dublin,690000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29489,07/11/2013,"10 The Green, Robswall, Malahidew",,Dublin,250000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29530,08/11/2013,"1 Chamley Park, Malahide",,Dublin,735000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29531,08/11/2013,"1 Gainsborough Green, Malahide, Co Dublin",,Dublin,487000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29534,08/11/2013,"13 Auburn Grove, Malahide",,Dublin,761000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29546,08/11/2013,"23 Inbhir Ide, Malahide",,Dublin,310000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29550,08/11/2013,"244 Marina Village, Malahide, Co Dublin",,Dublin,185000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29570,08/11/2013,"41 The Moorings, Malahide",,Dublin,595000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29604,08/11/2013,"Abbeville, Kinsealy, Malahide",,Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29631,11/11/2013,"49 Waterside Court, Malahide",,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29632,11/11/2013,"5 Seabury Road, Malahide, County Dublin",,Dublin,310000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29696,13/11/2013,"32  Castleheath, Swords Road, Malahide",,Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29699,13/11/2013,"33 Seabury Heights, Malahide, Co Dublin",,Dublin,414000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29745,14/11/2013,"7 Texas Lane, Malahide, Co Dublin",,Dublin,480000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29821,15/11/2013,"5 Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,302750.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,Malahide,Co. Dublin
29835,15/11/2013,"85 Millview Lawns, Malahide, Co Dublin",,Dublin,539000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29884,19/11/2013,"15 Seamount Abbey, Malahide",,Dublin,726900.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,Malahide,Co. Dublin
29890,19/11/2013,"28 Killeen Avenue, Malahide, Co. Dublin",,Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29932,20/11/2013,"22 The Crescent, Robswall, Malahide",,Dublin,570000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
29951,20/11/2013,"7 Seamount Abbey, Seamount Road, Malahide",,Dublin,786783.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
30075,22/11/2013,"5 Seamount Abbey, Malahide, Co Dublin",,Dublin,660520.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Malahide,Co. Dublin
30076,22/11/2013,"50 Seabury Green, Malahide, County Dublin",,Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
30103,25/11/2013,"14 Fishermans Green, Malahide",,Dublin,225000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
30145,26/11/2013,"317 Malahide, Marina Village, Dublin",,Dublin,305000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
30197,27/11/2013,"6 The Rise, Malahide, Co Dublin",,Dublin,999000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
30208,27/11/2013,"Sunnyside, Millview Road, Malahide",,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
30211,28/11/2013,"11 Tudor Court, Malahide",,Dublin,530000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
30314,29/11/2013,"40 The Bawn, Malahide",,Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,,Malahide,Co. Dublin
